lexeme	group	size	has?	book	chapter	verse
JHWCW</	378	172	-	Jeremia	35	12
JHWCW</	378	172	-	Jeremia	37	6
JHWCW</	378	172	-	Jeremia	43	8
JHWCW</	378	172	-	Ezechiel	6	1
JHWCW</	378	172	-	Ezechiel	7	1
JHWCW</	378	172	-	Ezechiel	11	14
JHWCW</	378	172	-	Ezechiel	12	1
JHWCW</	378	172	-	Ezechiel	12	17
JHWCW</	378	172	-	Ezechiel	12	21
JHWCW</	378	172	-	Ezechiel	12	26
JHWCW</	378	172	-	Ezechiel	13	1
JHWCW</	378	172	-	Ezechiel	14	2
JHWCW</	378	172	-	Ezechiel	14	12
JHWCW</	378	172	-	Ezechiel	15	1
JHWCW</	378	172	-	Ezechiel	16	1
JHWCW</	378	172	-	Ezechiel	17	1
JHWCW</	378	172	-	Ezechiel	17	11
JHWCW</	378	172	-	Ezechiel	18	1
JHWCW</	378	172	-	Ezechiel	20	2
JHWCW</	378	172	-	Ezechiel	21	1
JHWCW</	378	172	-	Ezechiel	21	6
JHWCW</	378	172	-	Ezechiel	21	13
JHWCW</	378	172	-	Ezechiel	21	23
JHWCW</	378	172	-	Ezechiel	22	1
JHWCW</	378	172	-	Ezechiel	22	17
JHWCW</	378	172	-	Ezechiel	22	23
JHWCW</	378	172	-	Ezechiel	23	1
JHWCW</	378	172	-	Ezechiel	24	15
JHWCW</	378	172	-	Ezechiel	24	20
JHWCW</	378	172	-	Ezechiel	25	1
JHWCW</	378	172	-	Ezechiel	27	1
JHWCW</	378	172	-	Ezechiel	28	1
JHWCW</	378	172	-	Ezechiel	28	11
JHWCW</	378	172	-	Ezechiel	28	20
JHWCW</	378	172	-	Ezechiel	30	1
JHWCW</	378	172	-	Ezechiel	33	1
JHWCW</	378	172	-	Ezechiel	33	23
JHWCW</	378	172	-	Ezechiel	34	1
JHWCW</	378	172	-	Ezechiel	35	1
JHWCW</	378	172	-	Ezechiel	36	16
JHWCW</	378	172	-	Ezechiel	37	15
JHWCW</	378	172	-	Ezechiel	38	1
JHWCW</	378	172	-	Jona	3	1
JHWCW</	378	172	-	Sacharia	4	8
JHWCW</	378	172	-	Sacharia	6	9
JHWCW</	378	172	-	Sacharia	7	4
JHWCW</	378	172	-	Sacharia	7	8
JHWCW</	378	172	-	Sacharia	8	1
JHWCW</	378	172	-	Sacharia	8	18
JHWCW</	378	172	-	Psalmi	119	57
JHWCW</	508	5	+	Josua	10	28
JHWCW</	508	5	-	Josua	10	32
JHWCW</	508	5	-	Josua	10	35
JHWCW</	508	5	-	Josua	10	37
JHWCW</	508	5	-	Josua	10	39
JHWCW</	1130	2	+	Deuteronomium	31	7
JHWCW</	1130	2	-	Josua	1	6
JHWDH/	52	12	+	Numeri	1	26
JHWDH/	52	12	-	Numeri	1	20
JHWDH/	52	12	-	Numeri	1	22
JHWDH/	52	12	-	Numeri	1	24
JHWDH/	52	12	-	Numeri	1	28
JHWDH/	52	12	-	Numeri	1	30
JHWDH/	52	12	-	Numeri	1	32
JHWDH/	52	12	-	Numeri	1	34
JHWDH/	52	12	-	Numeri	1	36
JHWDH/	52	12	-	Numeri	1	38
JHWDH/	52	12	-	Numeri	1	40
JHWDH/	52	12	-	Numeri	1	42
JHWDH/	135	31	+	Reges_I	14	29
JHWDH/	135	31	+	Reges_I	15	7
JHWDH/	135	31	+	Reges_I	22	46
JHWDH/	135	31	+	Reges_II	8	23
JHWDH/	135	31	+	Reges_II	12	20
JHWDH/	135	31	+	Reges_II	13	12
JHWDH/	135	31	+	Reges_II	14	15
JHWDH/	135	31	+	Reges_II	14	18
JHWDH/	135	31	+	Reges_II	14	28
JHWDH/	135	31	+	Reges_II	15	6
JHWDH/	135	31	+	Reges_II	15	36
JHWDH/	135	31	+	Reges_II	16	19
JHWDH/	135	31	+	Reges_II	21	17
JHWDH/	135	31	+	Reges_II	21	25
JHWDH/	135	31	+	Reges_II	23	28
JHWDH/	135	31	+	Reges_II	24	5
JHWDH/	135	31	-	Reges_I	14	19
JHWDH/	135	31	-	Reges_I	15	31
JHWDH/	135	31	-	Reges_I	16	5
JHWDH/	135	31	-	Reges_I	16	14
JHWDH/	135	31	-	Reges_I	16	20
JHWDH/	135	31	-	Reges_I	16	27
JHWDH/	135	31	-	Reges_I	22	39
JHWDH/	135	31	-	Reges_II	1	18
JHWDH/	135	31	-	Reges_II	10	34
JHWDH/	135	31	-	Reges_II	13	8
JHWDH/	135	31	-	Reges_II	15	11
JHWDH/	135	31	-	Reges_II	15	15
JHWDH/	135	31	-	Reges_II	15	21
JHWDH/	135	31	-	Reges_II	15	26
JHWDH/	135	31	-	Reges_II	15	31
JHWDH/	153	10	+	Ezechiel	48	7
JHWDH/	153	10	-	Ezechiel	48	2
JHWDH/	153	10	-	Ezechiel	48	3
JHWDH/	153	10	-	Ezechiel	48	4
JHWDH/	153	10	-	Ezechiel	48	5
JHWDH/	153	10	-	Ezechiel	48	6
JHWDH/	153	10	-	Ezechiel	48	24
JHWDH/	153	10	-	Ezechiel	48	25
JHWDH/	153	10	-	Ezechiel	48	26
JHWDH/	153	10	-	Ezechiel	48	27
JHWDH/	175	2	+	Chronica_II	23	8
JHWDH/	175	2	-	Reges_II	11	9
JHWDH/	246	2	+	Chronica_II	20	31
JHWDH/	246	2	-	Reges_I	22	42
JHWDH/	292	2	+	Chronica_II	25	28
JHWDH/	292	2	-	Reges_II	14	20
JHWDH/	437	2	+	Jeremia	32	4
JHWDH/	437	2	-	Jeremia	34	3
JHWDH/	479	2	+	Chronica_II	22	10
JHWDH/	479	2	-	Reges_II	11	1
JHWDH/	610	2	+	Numeri	26	22
JHWDH/	610	2	-	Numeri	26	27
JHWDH/	696	2	+	Reges_I	14	21
JHWDH/	696	2	-	Chronica_II	12	13
JHWDH/	715	2	+	Reges_II	8	19
JHWDH/	715	2	-	Chronica_II	21	7
JHWDH/	881	2	+	Chronica_II	25	17
JHWDH/	881	2	-	Reges_II	14	8
JHWDH/	953	2	+	Josua	15	63
JHWDH/	953	2	-	Judices	1	21
JHWDH/	978	2	+	Chronica_II	33	9
JHWDH/	978	2	-	Reges_II	21	9
JHWDH/	1202	2	+	Chronica_II	18	3
JHWDH/	1202	2	-	Reges_I	22	4
JHWDH/	1209	2	+	Jesaia	7	1
JHWDH/	1209	2	-	Reges_II	16	5
JHWDJ/	893	2	+	Esther	8	13
JHWDJ/	893	2	-	Esther	3	14
JHWH/	10	10	+	Leviticus	23	8
JHWH/	10	10	+	Leviticus	23	36
JHWH/	10	10	+	Numeri	28	26
JHWH/	10	10	+	Numeri	29	12
JHWH/	10	10	-	Leviticus	23	7
JHWH/	10	10	-	Leviticus	23	35
JHWH/	10	10	-	Numeri	28	18
JHWH/	10	10	-	Numeri	28	25
JHWH/	10	10	-	Numeri	29	1
JHWH/	10	10	-	Numeri	29	35
JHWH/	13	3	+	Deuteronomium	15	15
JHWH/	13	3	+	Deuteronomium	24	18
JHWH/	13	3	-	Deuteronomium	24	22
JHWH/	46	3	+	Ezechiel	12	15
JHWH/	46	3	+	Ezechiel	30	26
JHWH/	46	3	-	Ezechiel	30	23
JHWH/	55	3	+	Reges_I	14	11
JHWH/	55	3	-	Reges_I	16	4
JHWH/	55	3	-	Reges_I	21	24
JHWH/	64	3	+	Samuel_II	7	4
JHWH/	64	3	+	Ezechiel	12	8
JHWH/	64	3	-	Chronica_I	17	3
JHWH/	75	2	+	Samuel_II	6	17
JHWH/	75	2	-	Chronica_I	16	1
JHWH/	76	4	+	Reges_I	7	40
JHWH/	76	4	+	Reges_I	7	45
JHWH/	76	4	+	Chronica_II	4	16
JHWH/	76	4	-	Chronica_II	4	11
JHWH/	104	3	+	Leviticus	15	14
JHWH/	104	3	-	Leviticus	15	29
JHWH/	104	3	-	Numeri	6	10
JHWH/	110	2	+	Psalmi	106	47
JHWH/	110	2	-	Chronica_I	16	35
JHWH/	124	3	+	Numeri	3	41
JHWH/	124	3	+	Numeri	3	45
JHWH/	124	3	-	Numeri	8	18
JHWH/	136	2	+	Reges_II	14	14
JHWH/	136	2	-	Chronica_II	25	24
JHWH/	165	2	+	Reges_I	8	65
JHWH/	165	2	-	Chronica_II	7	8
JHWH/	174	2	+	Samuel_II	7	3
JHWH/	174	2	-	Chronica_I	17	2
JHWH/	179	3	+	Numeri	14	8
JHWH/	179	3	-	Deuteronomium	26	9
JHWH/	179	3	-	Jeremia	32	22
JHWH/	181	3	+	Leviticus	4	24
JHWH/	181	3	-	Leviticus	4	29
JHWH/	181	3	-	Leviticus	4	33
JHWH/	190	4	+	Leviticus	8	17
JHWH/	190	4	-	Exodus	29	14
JHWH/	190	4	-	Leviticus	9	11
JHWH/	190	4	-	Leviticus	16	27
JHWH/	220	2	+	Exodus	6	13
JHWH/	220	2	-	Exodus	6	27
JHWH/	224	2	+	Reges_I	8	44
JHWH/	224	2	-	Chronica_II	6	34
JHWH/	229	2	+	Jeremia	38	2
JHWH/	229	2	-	Jeremia	21	9
JHWH/	235	6	+	Exodus	13	6
JHWH/	235	6	+	Leviticus	23	5
JHWH/	235	6	+	Leviticus	23	6
JHWH/	235	6	+	Numeri	28	16
JHWH/	235	6	-	Numeri	28	17
JHWH/	235	6	-	Ezechiel	45	21
JHWH/	238	3	+	Psalmi	118	4
JHWH/	238	3	-	Psalmi	118	2
JHWH/	238	3	-	Psalmi	118	3
JHWH/	275	2	+	Reges_II	21	7
JHWH/	275	2	-	Chronica_II	33	7
JHWH/	293	3	+	Leviticus	18	4
JHWH/	293	3	+	Ezechiel	20	19
JHWH/	293	3	-	Ezechiel	11	20
JHWH/	358	2	+	Numeri	6	6
JHWH/	358	2	-	Leviticus	21	11
JHWH/	378	172	+	Exodus	6	2
JHWH/	378	172	+	Exodus	6	10
JHWH/	378	172	+	Exodus	7	8
JHWH/	378	172	+	Exodus	13	1
JHWH/	378	172	+	Exodus	14	1
JHWH/	378	172	+	Exodus	16	11
JHWH/	378	172	+	Exodus	25	1
JHWH/	378	172	+	Exodus	30	11
JHWH/	378	172	+	Exodus	30	17
JHWH/	378	172	+	Exodus	30	22
JHWH/	378	172	+	Exodus	31	1
JHWH/	378	172	+	Exodus	31	12
JHWH/	378	172	+	Exodus	40	1
JHWH/	378	172	+	Leviticus	4	1
JHWH/	378	172	+	Leviticus	5	14
JHWH/	378	172	+	Leviticus	5	20
JHWH/	378	172	+	Leviticus	6	1
JHWH/	378	172	+	Leviticus	6	12
JHWH/	378	172	+	Leviticus	6	17
JHWH/	378	172	+	Leviticus	7	22
JHWH/	378	172	+	Leviticus	7	28
JHWH/	378	172	+	Leviticus	8	1
JHWH/	378	172	+	Leviticus	10	8
JHWH/	378	172	+	Leviticus	11	1
JHWH/	378	172	+	Leviticus	12	1
JHWH/	378	172	+	Leviticus	13	1
JHWH/	378	172	+	Leviticus	14	1
JHWH/	378	172	+	Leviticus	14	33
JHWH/	378	172	+	Leviticus	15	1
JHWH/	378	172	+	Leviticus	17	1
JHWH/	378	172	+	Leviticus	18	1
JHWH/	378	172	+	Leviticus	18	2
JHWH/	378	172	+	Leviticus	19	1
JHWH/	378	172	+	Leviticus	19	2
JHWH/	378	172	+	Leviticus	20	1
JHWH/	378	172	+	Leviticus	21	16
JHWH/	378	172	+	Leviticus	22	1
JHWH/	378	172	+	Leviticus	22	17
JHWH/	378	172	+	Leviticus	22	26
JHWH/	378	172	+	Leviticus	23	1
JHWH/	378	172	+	Leviticus	23	9
JHWH/	378	172	+	Leviticus	23	23
JHWH/	378	172	+	Leviticus	23	26
JHWH/	378	172	+	Leviticus	23	33
JHWH/	378	172	+	Leviticus	24	1
JHWH/	378	172	+	Leviticus	24	13
JHWH/	378	172	+	Leviticus	27	1
JHWH/	378	172	+	Numeri	1	48
JHWH/	378	172	+	Numeri	2	1
JHWH/	378	172	+	Numeri	3	5
JHWH/	378	172	+	Numeri	3	11
JHWH/	378	172	+	Numeri	3	44
JHWH/	378	172	+	Numeri	4	1
JHWH/	378	172	+	Numeri	4	17
JHWH/	378	172	+	Numeri	4	21
JHWH/	378	172	+	Numeri	5	1
JHWH/	378	172	+	Numeri	5	5
JHWH/	378	172	+	Numeri	5	11
JHWH/	378	172	+	Numeri	6	1
JHWH/	378	172	+	Numeri	6	22
JHWH/	378	172	+	Numeri	7	4
JHWH/	378	172	+	Numeri	8	1
JHWH/	378	172	+	Numeri	8	5
JHWH/	378	172	+	Numeri	8	23
JHWH/	378	172	+	Numeri	9	9
JHWH/	378	172	+	Numeri	10	1
JHWH/	378	172	+	Numeri	13	1
JHWH/	378	172	+	Numeri	14	26
JHWH/	378	172	+	Numeri	15	1
JHWH/	378	172	+	Numeri	15	17
JHWH/	378	172	+	Numeri	15	37
JHWH/	378	172	+	Numeri	16	20
JHWH/	378	172	+	Numeri	16	23
JHWH/	378	172	+	Numeri	17	1
JHWH/	378	172	+	Numeri	17	9
JHWH/	378	172	+	Numeri	17	16
JHWH/	378	172	+	Numeri	18	25
JHWH/	378	172	+	Numeri	19	1
JHWH/	378	172	+	Numeri	20	7
JHWH/	378	172	+	Numeri	25	10
JHWH/	378	172	+	Numeri	25	16
JHWH/	378	172	+	Numeri	26	52
JHWH/	378	172	+	Numeri	27	6
JHWH/	378	172	+	Numeri	27	15
JHWH/	378	172	+	Numeri	28	1
JHWH/	378	172	+	Numeri	31	1
JHWH/	378	172	+	Numeri	31	25
JHWH/	378	172	+	Numeri	34	1
JHWH/	378	172	+	Numeri	34	16
JHWH/	378	172	+	Numeri	35	9
JHWH/	378	172	+	Deuteronomium	2	2
JHWH/	378	172	+	Deuteronomium	2	17
JHWH/	378	172	+	Deuteronomium	18	17
JHWH/	378	172	+	Josua	4	15
JHWH/	378	172	+	Josua	20	1
JHWH/	378	172	+	Samuel_I	15	10
JHWH/	378	172	+	Reges_I	6	11
JHWH/	378	172	+	Reges_I	17	2
JHWH/	378	172	+	Reges_I	17	8
JHWH/	378	172	+	Reges_II	20	16
JHWH/	378	172	+	Jesaia	7	10
JHWH/	378	172	+	Jesaia	8	5
JHWH/	378	172	+	Jesaia	38	4
JHWH/	378	172	+	Jesaia	39	5
JHWH/	378	172	+	Jeremia	1	4
JHWH/	378	172	+	Jeremia	2	1
JHWH/	378	172	+	Jeremia	7	1
JHWH/	378	172	+	Jeremia	11	1
JHWH/	378	172	+	Jeremia	13	3
JHWH/	378	172	+	Jeremia	13	8
JHWH/	378	172	+	Jeremia	16	1
JHWH/	378	172	+	Jeremia	18	1
JHWH/	378	172	+	Jeremia	18	5
JHWH/	378	172	+	Jeremia	24	4
JHWH/	378	172	+	Jeremia	29	30
JHWH/	378	172	+	Jeremia	30	1
JHWH/	378	172	+	Jeremia	32	6
JHWH/	378	172	+	Jeremia	32	26
JHWH/	378	172	+	Jeremia	33	19
JHWH/	378	172	+	Jeremia	33	23
JHWH/	378	172	+	Jeremia	34	12
JHWH/	378	172	+	Jeremia	35	12
JHWH/	378	172	+	Jeremia	37	6
JHWH/	378	172	+	Jeremia	43	8
JHWH/	378	172	+	Ezechiel	6	1
JHWH/	378	172	+	Ezechiel	7	1
JHWH/	378	172	+	Ezechiel	11	14
JHWH/	378	172	+	Ezechiel	12	1
JHWH/	378	172	+	Ezechiel	12	17
JHWH/	378	172	+	Ezechiel	12	21
JHWH/	378	172	+	Ezechiel	12	26
JHWH/	378	172	+	Ezechiel	13	1
JHWH/	378	172	+	Ezechiel	14	2
JHWH/	378	172	+	Ezechiel	14	12
JHWH/	378	172	+	Ezechiel	15	1
JHWH/	378	172	+	Ezechiel	16	1
JHWH/	378	172	+	Ezechiel	17	1
JHWH/	378	172	+	Ezechiel	17	11
JHWH/	378	172	+	Ezechiel	18	1
JHWH/	378	172	+	Ezechiel	20	2
JHWH/	378	172	+	Ezechiel	21	1
JHWH/	378	172	+	Ezechiel	21	6
JHWH/	378	172	+	Ezechiel	21	13
JHWH/	378	172	+	Ezechiel	21	23
JHWH/	378	172	+	Ezechiel	22	1
JHWH/	378	172	+	Ezechiel	22	17
JHWH/	378	172	+	Ezechiel	22	23
JHWH/	378	172	+	Ezechiel	23	1
JHWH/	378	172	+	Ezechiel	24	15
JHWH/	378	172	+	Ezechiel	24	20
JHWH/	378	172	+	Ezechiel	25	1
JHWH/	378	172	+	Ezechiel	27	1
JHWH/	378	172	+	Ezechiel	28	1
JHWH/	378	172	+	Ezechiel	28	11
JHWH/	378	172	+	Ezechiel	28	20
JHWH/	378	172	+	Ezechiel	30	1
JHWH/	378	172	+	Ezechiel	33	1
JHWH/	378	172	+	Ezechiel	33	23
JHWH/	378	172	+	Ezechiel	34	1
JHWH/	378	172	+	Ezechiel	35	1
JHWH/	378	172	+	Ezechiel	36	16
JHWH/	378	172	+	Ezechiel	37	15
JHWH/	378	172	+	Ezechiel	38	1
JHWH/	378	172	+	Jona	3	1
JHWH/	378	172	+	Sacharia	4	8
JHWH/	378	172	+	Sacharia	6	9
JHWH/	378	172	+	Sacharia	7	4
JHWH/	378	172	+	Sacharia	7	8
JHWH/	378	172	+	Sacharia	8	1
JHWH/	378	172	+	Sacharia	8	18
JHWH/	378	172	+	Psalmi	119	57
JHWH/	378	172	-	Reges_I	2	14
JHWH/	425	2	+	Reges_I	8	4
JHWH/	425	2	-	Chronica_II	5	5
JHWH/	428	2	+	Samuel_II	5	23
JHWH/	428	2	-	Chronica_I	14	14
JHWH/	436	3	+	Psalmi	80	20
JHWH/	436	3	-	Psalmi	80	4
JHWH/	436	3	-	Psalmi	80	8
JHWH/	443	2	+	Reges_II	11	3
JHWH/	443	2	-	Chronica_II	22	12
JHWH/	446	2	+	Jesaia	48	22
JHWH/	446	2	-	Jesaia	57	21
JHWH/	463	2	+	Chronica_II	21	10
JHWH/	463	2	-	Reges_II	8	22
JHWH/	501	3	+	Exodus	39	5
JHWH/	501	3	+	Exodus	39	29
JHWH/	501	3	-	Exodus	28	8
JHWH/	508	5	+	Josua	10	32
JHWH/	508	5	-	Josua	10	28
JHWH/	508	5	-	Josua	10	35
JHWH/	508	5	-	Josua	10	37
JHWH/	508	5	-	Josua	10	39
JHWH/	517	2	+	Samuel_II	5	24
JHWH/	517	2	-	Chronica_I	14	15
JHWH/	527	2	+	Chronica_I	17	19
JHWH/	527	2	-	Samuel_II	7	21
JHWH/	540	2	+	Chronica_II	6	17
JHWH/	540	2	-	Reges_I	8	26
JHWH/	544	2	+	Chronica_II	12	2
JHWH/	544	2	-	Reges_I	14	25
JHWH/	545	2	+	Deuteronomium	24	9
JHWH/	545	2	-	Deuteronomium	25	17
JHWH/	555	2	+	Chronica_II	11	2
JHWH/	555	2	-	Reges_I	12	22
JHWH/	579	3	+	Leviticus	4	31
JHWH/	579	3	+	Leviticus	4	35
JHWH/	579	3	-	Leviticus	4	26
JHWH/	595	2	+	Samuel_II	23	17
JHWH/	595	2	-	Chronica_I	11	19
JHWH/	597	2	+	Deuteronomium	26	8
JHWH/	597	2	-	Jeremia	32	21
JHWH/	609	2	+	Psalmi	14	4
JHWH/	609	2	-	Psalmi	53	5
JHWH/	626	2	+	Reges_II	17	32
JHWH/	626	2	-	Reges_I	12	31
JHWH/	648	3	+	Samuel_II	22	31
JHWH/	648	3	+	Psalmi	18	31
JHWH/	648	3	-	Proverbia	30	5
JHWH/	674	2	+	Josua	6	13
JHWH/	674	2	-	Josua	6	9
JHWH/	705	2	+	Exodus	39	21
JHWH/	705	2	-	Exodus	28	28
JHWH/	706	3	+	Numeri	33	50
JHWH/	706	3	+	Numeri	35	1
JHWH/	706	3	-	Numeri	26	3
JHWH/	735	2	+	Reges_II	11	10
JHWH/	735	2	-	Chronica_II	23	9
JHWH/	736	2	+	Reges_I	1	17
JHWH/	736	2	-	Reges_I	1	13
JHWH/	770	2	+	Reges_II	7	1
JHWH/	770	2	-	Reges_II	7	18
JHWH/	785	2	+	Deuteronomium	4	2
JHWH/	785	2	-	Deuteronomium	13	1
JHWH/	846	2	+	Exodus	29	28
JHWH/	846	2	-	Leviticus	7	34
JHWH/	870	2	+	Reges_II	11	18
JHWH/	870	2	-	Chronica_II	23	17
JHWH/	886	2	+	Numeri	3	13
JHWH/	886	2	-	Numeri	8	17
JHWH/	888	2	+	Reges_I	15	14
JHWH/	888	2	-	Chronica_II	15	17
JHWH/	889	2	+	Samuel_II	7	20
JHWH/	889	2	-	Chronica_I	17	18
JHWH/	891	2	+	Genesis	24	3
JHWH/	891	2	-	Genesis	24	37
JHWH/	939	2	+	Samuel_II	6	9
JHWH/	939	2	-	Chronica_I	13	12
JHWH/	952	2	+	Reges_I	7	48
JHWH/	952	2	-	Chronica_II	4	19
JHWH/	964	2	+	Chronica_II	18	31
JHWH/	964	2	-	Reges_I	22	32
JHWH/	986	2	+	Samuel_I	8	7
JHWH/	986	2	-	Samuel_I	8	19
JHWH/	987	2	+	Psalmi	40	17
JHWH/	987	2	-	Psalmi	70	5
JHWH/	997	2	+	Psalmi	14	7
JHWH/	997	2	-	Psalmi	53	7
JHWH/	1008	2	+	Reges_I	15	15
JHWH/	1008	2	-	Chronica_II	15	18
JHWH/	1017	2	+	Samuel_II	5	20
JHWH/	1017	2	-	Chronica_I	14	11
JHWH/	1034	2	+	Psalmi	108	4
JHWH/	1034	2	-	Psalmi	57	10
JHWH/	1040	2	+	Exodus	35	30
JHWH/	1040	2	-	Exodus	31	2
JHWH/	1071	2	+	Reges_I	3	5
JHWH/	1071	2	-	Chronica_II	1	7
JHWH/	1078	2	+	Exodus	13	21
JHWH/	1078	2	-	Nehemia	9	12
JHWH/	1089	2	+	Deuteronomium	10	1
JHWH/	1089	2	-	Deuteronomium	10	3
JHWH/	1102	2	+	Psalmi	97	8
JHWH/	1102	2	-	Psalmi	48	12
JHWH/	1111	2	+	Psalmi	14	2
JHWH/	1111	2	-	Psalmi	53	3
JHWH/	1112	2	+	Leviticus	25	2
JHWH/	1112	2	-	Numeri	15	2
JHWH/	1130	2	+	Deuteronomium	31	7
JHWH/	1130	2	-	Josua	1	6
JHWH/	1139	2	+	Reges_I	22	15
JHWH/	1139	2	-	Chronica_II	18	14
JHWH/	1177	2	+	Samuel_II	6	10
JHWH/	1177	2	-	Chronica_I	13	13
JHWH/	1221	2	+	Jeremia	30	10
JHWH/	1221	2	-	Jeremia	46	27
JHWH/	1233	2	+	Jeremia	6	22
JHWH/	1233	2	-	Jeremia	50	41
JHWJD</	171	2	+	Chronica_II	22	11
JHWJD</	171	2	-	Reges_II	11	2
JHWJD</	735	2	+	Chronica_II	23	9
JHWJD</	735	2	-	Reges_II	11	10
JHWJD</	778	2	+	Chronica_II	23	11
JHWJD</	778	2	-	Reges_II	11	12
JHWJQJM/	41	13	+	Reges_II	24	19
JHWJQJM/	41	13	+	Jeremia	52	2
JHWJQJM/	41	13	-	Reges_I	15	11
JHWJQJM/	41	13	-	Reges_II	14	3
JHWJQJM/	41	13	-	Reges_II	15	3
JHWJQJM/	41	13	-	Reges_II	15	34
JHWJQJM/	41	13	-	Reges_II	18	3
JHWJQJM/	41	13	-	Reges_II	21	20
JHWJQJM/	41	13	-	Reges_II	23	32
JHWJQJM/	41	13	-	Reges_II	23	37
JHWJQJM/	41	13	-	Reges_II	24	9
JHWJQJM/	41	13	-	Chronica_II	26	4
JHWJQJM/	41	13	-	Chronica_II	29	2
JHWJQJM/	135	31	+	Reges_II	24	5
JHWJQJM/	135	31	-	Reges_I	14	19
JHWJQJM/	135	31	-	Reges_I	14	29
JHWJQJM/	135	31	-	Reges_I	15	7
JHWJQJM/	135	31	-	Reges_I	15	31
JHWJQJM/	135	31	-	Reges_I	16	5
JHWJQJM/	135	31	-	Reges_I	16	14
JHWJQJM/	135	31	-	Reges_I	16	20
JHWJQJM/	135	31	-	Reges_I	16	27
JHWJQJM/	135	31	-	Reges_I	22	39
JHWJQJM/	135	31	-	Reges_I	22	46
JHWJQJM/	135	31	-	Reges_II	1	18
JHWJQJM/	135	31	-	Reges_II	8	23
JHWJQJM/	135	31	-	Reges_II	10	34
JHWJQJM/	135	31	-	Reges_II	12	20
JHWJQJM/	135	31	-	Reges_II	13	8
JHWJQJM/	135	31	-	Reges_II	13	12
JHWJQJM/	135	31	-	Reges_II	14	15
JHWJQJM/	135	31	-	Reges_II	14	18
JHWJQJM/	135	31	-	Reges_II	14	28
JHWJQJM/	135	31	-	Reges_II	15	6
JHWJQJM/	135	31	-	Reges_II	15	11
JHWJQJM/	135	31	-	Reges_II	15	15
JHWJQJM/	135	31	-	Reges_II	15	21
JHWJQJM/	135	31	-	Reges_II	15	26
JHWJQJM/	135	31	-	Reges_II	15	31
JHWJQJM/	135	31	-	Reges_II	15	36
JHWJQJM/	135	31	-	Reges_II	16	19
JHWJQJM/	135	31	-	Reges_II	21	17
JHWJQJM/	135	31	-	Reges_II	21	25
JHWJQJM/	135	31	-	Reges_II	23	28
JHWJQJM/	584	4	+	Reges_II	23	36
JHWJQJM/	584	4	-	Reges_II	23	31
JHWJQJM/	584	4	-	Reges_II	24	18
JHWJQJM/	584	4	-	Jeremia	52	1
JHWNTN/	1189	2	+	Samuel_I	31	2
JHWNTN/	1189	2	-	Chronica_I	10	2
JHWRM/	171	2	+	Chronica_II	22	11
JHWRM/	171	2	-	Reges_II	11	2
JHWRM/	277	12	+	Reges_I	22	51
JHWRM/	277	12	+	Chronica_II	21	1
JHWRM/	277	12	-	Reges_I	11	43
JHWRM/	277	12	-	Reges_I	15	8
JHWRM/	277	12	-	Reges_I	15	24
JHWRM/	277	12	-	Reges_II	8	24
JHWRM/	277	12	-	Reges_II	15	7
JHWRM/	277	12	-	Reges_II	15	38
JHWRM/	277	12	-	Reges_II	16	20
JHWRM/	277	12	-	Chronica_II	9	31
JHWRM/	277	12	-	Chronica_II	12	16
JHWRM/	277	12	-	Chronica_II	27	9
JHWRM/	287	2	+	Chronica_II	22	5
JHWRM/	287	2	-	Reges_II	8	28
JHWRM/	344	3	+	Reges_II	8	16
JHWRM/	344	3	+	Reges_II	8	25
JHWRM/	344	3	-	Reges_II	9	29
JHWRM/	353	2	+	Reges_II	3	1
JHWRM/	353	2	-	Reges_I	22	52
JHWRM/	691	2	+	Chronica_II	21	5
JHWRM/	691	2	-	Reges_II	8	17
JHWRM/	1198	2	+	Chronica_II	21	9
JHWRM/	1198	2	-	Reges_II	8	21
JKL[	399	2	+	Genesis	29	8
JKL[	399	2	-	Genesis	29	3
JKL[	520	2	+	Reges_I	9	21
JKL[	520	2	-	Chronica_II	8	8
JKL[	795	2	+	Exodus	7	21
JKL[	795	2	-	Exodus	7	18
JKL[	953	2	+	Josua	15	63
JKL[	953	2	-	Judices	1	21
JKL[	981	2	+	Psalmi	18	39
JKL[	981	2	-	Samuel_II	22	39
JKL[	1178	2	+	Genesis	44	26
JKL[	1178	2	-	Genesis	43	5
JKL[	1223	2	+	Chronica_II	7	7
JKL[	1223	2	-	Reges_I	8	64
JLD[	764	2	+	Chronica_I	14	4
JLD[	764	2	-	Samuel_II	5	14
JLL[	665	2	+	Jesaia	13	6
JLL[	665	2	-	Joel	1	15
JLWD/	764	2	+	Samuel_II	5	14
JLWD/	764	2	-	Chronica_I	14	4
JM/	126	4	+	Numeri	33	11
JM/	126	4	-	Numeri	33	12
JM/	126	4	-	Numeri	33	15
JM/	126	4	-	Numeri	33	16
JM/	216	4	+	Ezechiel	42	19
JM/	216	4	-	Ezechiel	42	16
JM/	216	4	-	Ezechiel	42	17
JM/	216	4	-	Ezechiel	42	18
JM/	611	2	+	Reges_I	10	22
JM/	611	2	-	Chronica_II	9	21
JM/	678	2	+	Numeri	2	18
JM/	678	2	-	Numeri	10	22
JM/	867	2	+	Josua	15	8
JM/	867	2	-	Josua	18	16
JM/	1075	2	+	Leviticus	11	9
JM/	1075	2	-	Deuteronomium	14	9
JM/	1132	2	+	Samuel_II	22	16
JM/	1132	2	-	Psalmi	18	16
