lexeme	group	size	has?	book	chapter	verse
<BD/	42	11	+	Reges_II	21	10
<BD/	42	11	-	Ezechiel	24	1
<BD/	42	11	-	Ezechiel	26	1
<BD/	42	11	-	Ezechiel	29	1
<BD/	42	11	-	Ezechiel	29	17
<BD/	42	11	-	Ezechiel	30	20
<BD/	42	11	-	Ezechiel	31	1
<BD/	42	11	-	Ezechiel	32	1
<BD/	42	11	-	Ezechiel	32	17
<BD/	42	11	-	Haggai	1	3
<BD/	42	11	-	Haggai	2	1
<BD/	83	2	+	Reges_II	25	8
<BD/	83	2	-	Jeremia	52	12
<BD/	176	2	+	Jesaia	37	24
<BD/	176	2	-	Reges_II	19	23
<BD/	237	2	+	Reges_II	25	24
<BD/	237	2	-	Jeremia	40	9
<BD/	456	7	+	Leviticus	25	55
<BD/	456	7	-	Exodus	29	46
<BD/	456	7	-	Leviticus	11	45
<BD/	456	7	-	Leviticus	19	36
<BD/	456	7	-	Leviticus	22	33
<BD/	456	7	-	Leviticus	25	38
<BD/	456	7	-	Numeri	15	41
<BD/	516	2	+	Psalmi	18	1
<BD/	516	2	-	Samuel_II	22	1
<BD/	559	2	+	Josua	1	15
<BD/	559	2	-	Deuteronomium	3	20
<BD/	611	2	+	Chronica_II	9	21
<BD/	611	2	-	Reges_I	10	22
<BD/	715	2	+	Reges_II	8	19
<BD/	715	2	-	Chronica_II	21	7
<BD/	717	2	+	Jeremia	37	2
<BD/	717	2	-	Jeremia	50	1
<BD/	765	2	+	Samuel_I	21	12
<BD/	765	2	-	Samuel_I	29	5
<BD/	1133	2	+	Genesis	42	13
<BD/	1133	2	-	Genesis	42	32
<BD/	1158	2	+	Jeremia	46	28
<BD/	1158	2	-	Jeremia	30	11
<BDH/	35	12	+	Exodus	39	32
<BDH/	35	12	+	Exodus	39	42
<BDH/	35	12	-	Exodus	7	6
<BDH/	35	12	-	Exodus	12	28
<BDH/	35	12	-	Exodus	12	50
<BDH/	35	12	-	Exodus	40	16
<BDH/	35	12	-	Numeri	1	54
<BDH/	35	12	-	Numeri	8	20
<BDH/	35	12	-	Numeri	17	26
<BDH/	35	12	-	Numeri	30	1
<BDH/	35	12	-	Numeri	36	10
<BDH/	35	12	-	Josua	14	5
<BDH/	143	8	+	Numeri	4	23
<BDH/	143	8	+	Numeri	4	30
<BDH/	143	8	+	Numeri	4	35
<BDH/	143	8	+	Numeri	4	39
<BDH/	143	8	+	Numeri	4	43
<BDH/	143	8	+	Numeri	4	47
<BDH/	143	8	+	Numeri	8	24
<BDH/	143	8	-	Numeri	4	3
<BDH/	985	2	+	Exodus	27	19
<BDH/	985	2	-	Exodus	38	20
<BDJH/	1001	2	+	Obadia	1	1
<BDJH/	1001	2	-	Jeremia	49	14
<BDWN/	913	2	+	Chronica_II	34	20
<BDWN/	913	2	-	Reges_II	22	12
<BD[	143	8	+	Numeri	4	23
<BD[	143	8	+	Numeri	4	30
<BD[	143	8	+	Numeri	4	47
<BD[	143	8	-	Numeri	4	3
<BD[	143	8	-	Numeri	4	35
<BD[	143	8	-	Numeri	4	39
<BD[	143	8	-	Numeri	4	43
<BD[	143	8	-	Numeri	8	24
<BD[	335	2	+	Reges_II	17	12
<BD[	335	2	-	Jesaia	38	7
<BD[	520	2	+	Reges_I	9	21
<BD[	520	2	-	Chronica_II	8	8
<BD[	538	2	+	Numeri	4	26
<BD[	538	2	-	Numeri	3	26
<BD[	1226	2	+	Reges_I	12	7
<BD[	1226	2	-	Chronica_II	10	7
<BD_>DWM/	136	2	+	Chronica_II	25	24
<BD_>DWM/	136	2	-	Reges_II	14	14
<BJ/	265	2	+	Chronica_II	4	17
<BJ/	265	2	-	Reges_I	7	46
<BR/	233	2	+	Samuel_I	31	7
<BR/	233	2	-	Chronica_I	10	7
<BR=/	553	9	+	Genesis	11	14
<BR=/	553	9	+	Genesis	11	15
<BR=/	553	9	+	Genesis	11	16
<BR=/	553	9	+	Genesis	11	17
<BR=/	553	9	-	Genesis	11	12
<BR=/	553	9	-	Genesis	11	13
<BR=/	553	9	-	Genesis	11	18
<BR=/	553	9	-	Genesis	11	20
<BR=/	553	9	-	Genesis	11	22
<BRJ/	205	4	+	Exodus	9	1
<BRJ/	205	4	+	Exodus	9	13
<BRJ/	205	4	-	Exodus	7	26
<BRJ/	205	4	-	Exodus	8	16
<BRNH/	619	11	+	Numeri	33	34
<BRNH/	619	11	+	Numeri	33	35
<BRNH/	619	11	-	Numeri	33	25
<BRNH/	619	11	-	Numeri	33	26
<BRNH/	619	11	-	Numeri	33	27
<BRNH/	619	11	-	Numeri	33	28
<BRNH/	619	11	-	Numeri	33	29
<BRNH/	619	11	-	Numeri	33	30
<BRNH/	619	11	-	Numeri	33	31
<BRNH/	619	11	-	Numeri	33	32
<BRNH/	619	11	-	Numeri	33	33
<BR[	414	3	+	Deuteronomium	11	31
<BR[	414	3	-	Deuteronomium	15	4
<BR[	414	3	-	Deuteronomium	26	1
<BR[	722	3	+	Deuteronomium	4	14
<BR[	722	3	+	Deuteronomium	6	1
<BR[	722	3	-	Deuteronomium	4	5
<BR[	970	2	+	Samuel_II	12	31
<BR[	970	2	-	Chronica_I	20	3
<BT/	685	4	+	Exodus	28	24
<BT/	685	4	+	Exodus	39	17
<BT/	685	4	-	Exodus	28	23
<BT/	685	4	-	Exodus	39	16
<CJR/	1105	2	+	Proverbia	28	6
<CJR/	1105	2	-	Proverbia	19	1
<CTJ/	42	11	+	Ezechiel	26	1
<CTJ/	42	11	-	Reges_II	21	10
<CTJ/	42	11	-	Ezechiel	24	1
<CTJ/	42	11	-	Ezechiel	29	1
<CTJ/	42	11	-	Ezechiel	29	17
<CTJ/	42	11	-	Ezechiel	30	20
<CTJ/	42	11	-	Ezechiel	31	1
<CTJ/	42	11	-	Ezechiel	32	1
<CTJ/	42	11	-	Ezechiel	32	17
<CTJ/	42	11	-	Haggai	1	3
<CTJ/	42	11	-	Haggai	2	1
<CTJ/	182	6	+	Numeri	29	20
<CTJ/	182	6	-	Numeri	29	17
<CTJ/	182	6	-	Numeri	29	23
<CTJ/	182	6	-	Numeri	29	26
<CTJ/	182	6	-	Numeri	29	29
<CTJ/	182	6	-	Numeri	29	32
<CTJ/	817	2	+	Sacharia	1	7
<CTJ/	817	2	-	Sacharia	1	1
<D	44	2	+	Micha	4	3
<D	44	2	-	Jesaia	2	4
<D	81	9	+	Deuteronomium	28	45
<D	81	9	-	Deuteronomium	11	22
<D	81	9	-	Deuteronomium	13	19
<D	81	9	-	Deuteronomium	15	5
<D	81	9	-	Deuteronomium	19	9
<D	81	9	-	Deuteronomium	27	10
<D	81	9	-	Deuteronomium	28	1
<D	81	9	-	Deuteronomium	28	15
<D	81	9	-	Deuteronomium	30	8
<D	143	8	+	Numeri	4	3
<D	143	8	+	Numeri	4	23
<D	143	8	+	Numeri	4	30
<D	143	8	+	Numeri	4	35
<D	143	8	+	Numeri	4	39
<D	143	8	+	Numeri	4	43
<D	143	8	+	Numeri	4	47
<D	143	8	-	Numeri	8	24
<D	151	2	+	Ezechiel	47	19
<D	151	2	-	Ezechiel	48	28
<D	204	2	+	Josua	13	9
<D	204	2	-	Josua	13	16
<D	236	3	+	Reges_II	2	2
<D	236	3	-	Reges_II	2	4
<D	236	3	-	Reges_II	2	6
<D	399	2	+	Genesis	29	8
<D	399	2	-	Genesis	29	3
<D	507	2	+	Chronica_I	15	29
<D	507	2	-	Samuel_II	6	16
<D	766	2	+	Jeremia	52	34
<D	766	2	-	Reges_II	25	30
<D	856	2	+	Leviticus	19	6
<D	856	2	-	Leviticus	7	17
<D	886	2	+	Numeri	3	13
<D	886	2	-	Numeri	8	17
<D	948	3	+	Leviticus	27	5
<D	948	3	+	Leviticus	27	6
<D	948	3	-	Leviticus	27	7
<D	1110	2	+	Reges_I	7	23
<D	1110	2	-	Chronica_II	4	2
<D=/	271	2	+	Josua	24	22
<D=/	271	2	-	Josua	24	21
<D>/	817	2	+	Sacharia	1	7
<D>/	817	2	-	Sacharia	1	1
<DH/	35	12	+	Numeri	8	20
<DH/	35	12	-	Exodus	7	6
<DH/	35	12	-	Exodus	12	28
<DH/	35	12	-	Exodus	12	50
<DH/	35	12	-	Exodus	39	32
<DH/	35	12	-	Exodus	39	42
<DH/	35	12	-	Exodus	40	16
<DH/	35	12	-	Numeri	1	54
<DH/	35	12	-	Numeri	17	26
<DH/	35	12	-	Numeri	30	1
<DH/	35	12	-	Numeri	36	10
<DH/	35	12	-	Josua	14	5
<DH/	378	172	+	Leviticus	19	2
<DH/	378	172	-	Exodus	6	2
<DH/	378	172	-	Exodus	6	10
<DH/	378	172	-	Exodus	7	8
<DH/	378	172	-	Exodus	13	1
<DH/	378	172	-	Exodus	14	1
<DH/	378	172	-	Exodus	16	11
<DH/	378	172	-	Exodus	25	1
<DH/	378	172	-	Exodus	30	11
<DH/	378	172	-	Exodus	30	17
<DH/	378	172	-	Exodus	30	22
<DH/	378	172	-	Exodus	31	1
<DH/	378	172	-	Exodus	31	12
<DH/	378	172	-	Exodus	40	1
<DH/	378	172	-	Leviticus	4	1
<DH/	378	172	-	Leviticus	5	14
<DH/	378	172	-	Leviticus	5	20
<DH/	378	172	-	Leviticus	6	1
<DH/	378	172	-	Leviticus	6	12
<DH/	378	172	-	Leviticus	6	17
<DH/	378	172	-	Leviticus	7	22
<DH/	378	172	-	Leviticus	7	28
<DH/	378	172	-	Leviticus	8	1
<DH/	378	172	-	Leviticus	10	8
<DH/	378	172	-	Leviticus	11	1
<DH/	378	172	-	Leviticus	12	1
<DH/	378	172	-	Leviticus	13	1
<DH/	378	172	-	Leviticus	14	1
<DH/	378	172	-	Leviticus	14	33
<DH/	378	172	-	Leviticus	15	1
<DH/	378	172	-	Leviticus	17	1
<DH/	378	172	-	Leviticus	18	1
<DH/	378	172	-	Leviticus	18	2
<DH/	378	172	-	Leviticus	19	1
<DH/	378	172	-	Leviticus	20	1
<DH/	378	172	-	Leviticus	21	16
<DH/	378	172	-	Leviticus	22	1
<DH/	378	172	-	Leviticus	22	17
<DH/	378	172	-	Leviticus	22	26
<DH/	378	172	-	Leviticus	23	1
<DH/	378	172	-	Leviticus	23	9
<DH/	378	172	-	Leviticus	23	23
<DH/	378	172	-	Leviticus	23	26
<DH/	378	172	-	Leviticus	23	33
<DH/	378	172	-	Leviticus	24	1
<DH/	378	172	-	Leviticus	24	13
<DH/	378	172	-	Leviticus	27	1
<DH/	378	172	-	Numeri	1	48
<DH/	378	172	-	Numeri	2	1
<DH/	378	172	-	Numeri	3	5
<DH/	378	172	-	Numeri	3	11
<DH/	378	172	-	Numeri	3	44
<DH/	378	172	-	Numeri	4	1
<DH/	378	172	-	Numeri	4	17
<DH/	378	172	-	Numeri	4	21
<DH/	378	172	-	Numeri	5	1
<DH/	378	172	-	Numeri	5	5
<DH/	378	172	-	Numeri	5	11
<DH/	378	172	-	Numeri	6	1
<DH/	378	172	-	Numeri	6	22
<DH/	378	172	-	Numeri	7	4
<DH/	378	172	-	Numeri	8	1
<DH/	378	172	-	Numeri	8	5
<DH/	378	172	-	Numeri	8	23
<DH/	378	172	-	Numeri	9	9
<DH/	378	172	-	Numeri	10	1
<DH/	378	172	-	Numeri	13	1
<DH/	378	172	-	Numeri	14	26
<DH/	378	172	-	Numeri	15	1
<DH/	378	172	-	Numeri	15	17
<DH/	378	172	-	Numeri	15	37
<DH/	378	172	-	Numeri	16	20
<DH/	378	172	-	Numeri	16	23
<DH/	378	172	-	Numeri	17	1
<DH/	378	172	-	Numeri	17	9
<DH/	378	172	-	Numeri	17	16
<DH/	378	172	-	Numeri	18	25
<DH/	378	172	-	Numeri	19	1
<DH/	378	172	-	Numeri	20	7
<DH/	378	172	-	Numeri	25	10
<DH/	378	172	-	Numeri	25	16
<DH/	378	172	-	Numeri	26	52
<DH/	378	172	-	Numeri	27	6
<DH/	378	172	-	Numeri	27	15
<DH/	378	172	-	Numeri	28	1
<DH/	378	172	-	Numeri	31	1
<DH/	378	172	-	Numeri	31	25
<DH/	378	172	-	Numeri	34	1
<DH/	378	172	-	Numeri	34	16
<DH/	378	172	-	Numeri	35	9
<DH/	378	172	-	Deuteronomium	2	2
<DH/	378	172	-	Deuteronomium	2	17
<DH/	378	172	-	Deuteronomium	18	17
<DH/	378	172	-	Josua	4	15
<DH/	378	172	-	Josua	20	1
<DH/	378	172	-	Samuel_I	15	10
<DH/	378	172	-	Reges_I	2	14
<DH/	378	172	-	Reges_I	6	11
<DH/	378	172	-	Reges_I	17	2
<DH/	378	172	-	Reges_I	17	8
<DH/	378	172	-	Reges_II	20	16
<DH/	378	172	-	Jesaia	7	10
<DH/	378	172	-	Jesaia	8	5
<DH/	378	172	-	Jesaia	38	4
<DH/	378	172	-	Jesaia	39	5
<DH/	378	172	-	Jeremia	1	4
<DH/	378	172	-	Jeremia	2	1
<DH/	378	172	-	Jeremia	7	1
<DH/	378	172	-	Jeremia	11	1
<DH/	378	172	-	Jeremia	13	3
<DH/	378	172	-	Jeremia	13	8
<DH/	378	172	-	Jeremia	16	1
<DH/	378	172	-	Jeremia	18	1
<DH/	378	172	-	Jeremia	18	5
<DH/	378	172	-	Jeremia	24	4
<DH/	378	172	-	Jeremia	29	30
<DH/	378	172	-	Jeremia	30	1
<DH/	378	172	-	Jeremia	32	6
<DH/	378	172	-	Jeremia	32	26
<DH/	378	172	-	Jeremia	33	19
<DH/	378	172	-	Jeremia	33	23
<DH/	378	172	-	Jeremia	34	12
<DH/	378	172	-	Jeremia	35	12
<DH/	378	172	-	Jeremia	37	6
<DH/	378	172	-	Jeremia	43	8
<DH/	378	172	-	Ezechiel	6	1
<DH/	378	172	-	Ezechiel	7	1
<DH/	378	172	-	Ezechiel	11	14
<DH/	378	172	-	Ezechiel	12	1
<DH/	378	172	-	Ezechiel	12	17
<DH/	378	172	-	Ezechiel	12	21
<DH/	378	172	-	Ezechiel	12	26
<DH/	378	172	-	Ezechiel	13	1
<DH/	378	172	-	Ezechiel	14	2
<DH/	378	172	-	Ezechiel	14	12
<DH/	378	172	-	Ezechiel	15	1
<DH/	378	172	-	Ezechiel	16	1
<DH/	378	172	-	Ezechiel	17	1
<DH/	378	172	-	Ezechiel	17	11
<DH/	378	172	-	Ezechiel	18	1
<DH/	378	172	-	Ezechiel	20	2
<DH/	378	172	-	Ezechiel	21	1
<DH/	378	172	-	Ezechiel	21	6
<DH/	378	172	-	Ezechiel	21	13
<DH/	378	172	-	Ezechiel	21	23
<DH/	378	172	-	Ezechiel	22	1
<DH/	378	172	-	Ezechiel	22	17
<DH/	378	172	-	Ezechiel	22	23
<DH/	378	172	-	Ezechiel	23	1
<DH/	378	172	-	Ezechiel	24	15
<DH/	378	172	-	Ezechiel	24	20
<DH/	378	172	-	Ezechiel	25	1
<DH/	378	172	-	Ezechiel	27	1
<DH/	378	172	-	Ezechiel	28	1
<DH/	378	172	-	Ezechiel	28	11
<DH/	378	172	-	Ezechiel	28	20
<DH/	378	172	-	Ezechiel	30	1
<DH/	378	172	-	Ezechiel	33	1
<DH/	378	172	-	Ezechiel	33	23
<DH/	378	172	-	Ezechiel	34	1
<DH/	378	172	-	Ezechiel	35	1
<DH/	378	172	-	Ezechiel	36	16
<DH/	378	172	-	Ezechiel	37	15
<DH/	378	172	-	Ezechiel	38	1
<DH/	378	172	-	Jona	3	1
<DH/	378	172	-	Sacharia	4	8
<DH/	378	172	-	Sacharia	6	9
<DH/	378	172	-	Sacharia	7	4
<DH/	378	172	-	Sacharia	7	8
<DH/	378	172	-	Sacharia	8	1
<DH/	378	172	-	Sacharia	8	18
<DH/	378	172	-	Psalmi	119	57
<DH/	486	2	+	Numeri	17	7
<DH/	486	2	-	Numeri	20	6
<DH/	535	3	+	Numeri	26	2
<DH/	535	3	-	Numeri	1	3
<DH/	535	3	-	Numeri	1	45
<DH/	631	6	+	Exodus	35	1
<DH/	631	6	+	Exodus	35	4
<DH/	631	6	+	Leviticus	8	5
<DH/	631	6	-	Leviticus	9	6
<DH/	631	6	-	Leviticus	17	2
<DH/	631	6	-	Numeri	30	2
<DH/	662	2	+	Numeri	3	7
<DH/	662	2	-	Numeri	3	8
<DJN=/	115	3	+	Esra	2	15
<DJN=/	115	3	+	Nehemia	7	20
<DJN=/	115	3	-	Esra	2	30
<DN/	504	3	+	Daniel	4	22
<DN/	504	3	+	Daniel	4	29
<DN/	504	3	-	Daniel	5	21
<DN/	547	3	+	Daniel	3	5
<DN/	547	3	-	Daniel	3	7
<DN/	547	3	-	Daniel	3	10
<DW/	817	2	+	Sacharia	1	1
<DW/	817	2	-	Sacharia	1	7
<DWT/	799	40	+	Psalmi	60	1
<DWT/	799	40	-	Psalmi	4	1
<DWT/	799	40	-	Psalmi	5	1
<DWT/	799	40	-	Psalmi	6	1
<DWT/	799	40	-	Psalmi	8	1
<DWT/	799	40	-	Psalmi	9	1
<DWT/	799	40	-	Psalmi	12	1
<DWT/	799	40	-	Psalmi	13	1
<DWT/	799	40	-	Psalmi	19	1
<DWT/	799	40	-	Psalmi	20	1
<DWT/	799	40	-	Psalmi	21	1
<DWT/	799	40	-	Psalmi	22	1
<DWT/	799	40	-	Psalmi	31	1
<DWT/	799	40	-	Psalmi	39	1
<DWT/	799	40	-	Psalmi	40	1
<DWT/	799	40	-	Psalmi	41	1
<DWT/	799	40	-	Psalmi	42	1
<DWT/	799	40	-	Psalmi	44	1
<DWT/	799	40	-	Psalmi	47	1
<DWT/	799	40	-	Psalmi	49	1
<DWT/	799	40	-	Psalmi	51	1
<DWT/	799	40	-	Psalmi	52	1
<DWT/	799	40	-	Psalmi	53	1
<DWT/	799	40	-	Psalmi	54	1
<DWT/	799	40	-	Psalmi	55	1
<DWT/	799	40	-	Psalmi	61	1
<DWT/	799	40	-	Psalmi	62	1
<DWT/	799	40	-	Psalmi	64	1
<DWT/	799	40	-	Psalmi	65	1
<DWT/	799	40	-	Psalmi	67	1
<DWT/	799	40	-	Psalmi	68	1
<DWT/	799	40	-	Psalmi	69	1
<DWT/	799	40	-	Psalmi	70	1
<DWT/	799	40	-	Psalmi	75	1
<DWT/	799	40	-	Psalmi	76	1
<DWT/	799	40	-	Psalmi	77	1
<DWT/	799	40	-	Psalmi	84	1
<DWT/	799	40	-	Psalmi	85	1
<DWT/	799	40	-	Psalmi	108	1
<DWT/	799	40	-	Psalmi	140	1
<FH[	13	3	+	Deuteronomium	24	18
<FH[	13	3	+	Deuteronomium	24	22
<FH[	13	3	-	Deuteronomium	15	15
<FH[	20	2	+	Ezechiel	24	19
<FH[	20	2	-	Ezechiel	37	18
<FH[	35	12	+	Exodus	7	6
<FH[	35	12	+	Exodus	12	28
<FH[	35	12	+	Exodus	12	50
<FH[	35	12	+	Exodus	39	32
<FH[	35	12	+	Exodus	39	42
<FH[	35	12	+	Exodus	40	16
<FH[	35	12	+	Numeri	1	54
<FH[	35	12	+	Numeri	8	20
<FH[	35	12	+	Numeri	17	26
<FH[	35	12	+	Numeri	36	10
<FH[	35	12	+	Josua	14	5
<FH[	35	12	-	Numeri	30	1
<FH[	37	7	+	Numeri	15	6
<FH[	37	7	+	Numeri	28	20
<FH[	37	7	-	Numeri	28	12
<FH[	37	7	-	Numeri	28	28
<FH[	37	7	-	Numeri	29	3
<FH[	37	7	-	Numeri	29	9
<FH[	37	7	-	Numeri	29	14
<FH[	81	9	+	Deuteronomium	11	22
<FH[	81	9	+	Deuteronomium	13	19
<FH[	81	9	+	Deuteronomium	15	5
<FH[	81	9	+	Deuteronomium	19	9
<FH[	81	9	+	Deuteronomium	27	10
<FH[	81	9	+	Deuteronomium	28	1
<FH[	81	9	+	Deuteronomium	28	15
<FH[	81	9	+	Deuteronomium	30	8
<FH[	81	9	-	Deuteronomium	28	45
<FH[	108	2	+	Numeri	15	29
<FH[	108	2	-	Exodus	12	49
<FH[	135	31	+	Reges_I	14	29
<FH[	135	31	+	Reges_I	15	7
<FH[	135	31	+	Reges_I	15	31
<FH[	135	31	+	Reges_I	16	5
<FH[	135	31	+	Reges_I	16	14
<FH[	135	31	+	Reges_I	16	27
<FH[	135	31	+	Reges_I	22	39
<FH[	135	31	+	Reges_I	22	46
<FH[	135	31	+	Reges_II	1	18
<FH[	135	31	+	Reges_II	8	23
<FH[	135	31	+	Reges_II	10	34
<FH[	135	31	+	Reges_II	12	20
<FH[	135	31	+	Reges_II	13	8
<FH[	135	31	+	Reges_II	13	12
<FH[	135	31	+	Reges_II	14	15
<FH[	135	31	+	Reges_II	14	28
<FH[	135	31	+	Reges_II	15	6
<FH[	135	31	+	Reges_II	15	21
<FH[	135	31	+	Reges_II	15	26
<FH[	135	31	+	Reges_II	15	31
<FH[	135	31	+	Reges_II	15	36
<FH[	135	31	+	Reges_II	16	19
<FH[	135	31	+	Reges_II	21	17
<FH[	135	31	+	Reges_II	21	25
<FH[	135	31	+	Reges_II	23	28
<FH[	135	31	+	Reges_II	24	5
<FH[	135	31	-	Reges_I	14	19
<FH[	135	31	-	Reges_I	16	20
<FH[	135	31	-	Reges_II	14	18
<FH[	135	31	-	Reges_II	15	11
<FH[	135	31	-	Reges_II	15	15
<FH[	143	8	+	Numeri	4	3
<FH[	143	8	-	Numeri	4	23
<FH[	143	8	-	Numeri	4	30
<FH[	143	8	-	Numeri	4	35
<FH[	143	8	-	Numeri	4	39
<FH[	143	8	-	Numeri	4	43
<FH[	143	8	-	Numeri	4	47
<FH[	143	8	-	Numeri	8	24
<FH[	172	2	+	Jeremia	2	17
<FH[	172	2	-	Reges_II	21	22
<FH[	173	2	+	Exodus	36	33
<FH[	173	2	-	Exodus	26	28
<FH[	207	2	+	Exodus	33	17
<FH[	207	2	-	Exodus	33	12
<FH[	268	2	+	Chronica_I	21	23
<FH[	268	2	-	Samuel_II	24	22
<FH[	294	7	+	Numeri	29	2
<FH[	294	7	-	Leviticus	23	18
<FH[	294	7	-	Numeri	28	11
<FH[	294	7	-	Numeri	28	19
<FH[	294	7	-	Numeri	28	27
<FH[	294	7	-	Numeri	29	8
<FH[	294	7	-	Numeri	29	36
<FH[	302	2	+	Samuel_II	23	12
<FH[	302	2	-	Chronica_I	11	14
<FH[	380	4	+	Numeri	28	21
<FH[	380	4	-	Numeri	28	29
<FH[	380	4	-	Numeri	29	4
<FH[	380	4	-	Numeri	29	10
<FH[	402	3	+	Reges_I	5	30
<FH[	402	3	+	Reges_I	9	23
<FH[	402	3	-	Chronica_II	8	10
<FH[	416	2	+	Leviticus	20	23
<FH[	416	2	-	Leviticus	18	24
<FH[	515	3	+	Exodus	30	18
<FH[	515	3	-	Exodus	40	7
<FH[	515	3	-	Exodus	40	30
<FH[	538	2	+	Numeri	4	26
<FH[	538	2	-	Numeri	3	26
<FH[	631	6	+	Exodus	35	1
<FH[	631	6	+	Leviticus	8	5
<FH[	631	6	+	Leviticus	9	6
<FH[	631	6	-	Exodus	35	4
<FH[	631	6	-	Leviticus	17	2
<FH[	631	6	-	Numeri	30	2
<FH[	685	4	+	Exodus	28	23
<FH[	685	4	+	Exodus	39	16
<FH[	685	4	-	Exodus	28	24
<FH[	685	4	-	Exodus	39	17
<FH[	692	2	+	Exodus	36	25
<FH[	692	2	-	Exodus	26	20
<FH[	712	4	+	Exodus	26	19
<FH[	712	4	+	Exodus	36	24
<FH[	712	4	-	Exodus	26	21
<FH[	712	4	-	Exodus	36	26
<FH[	785	2	+	Deuteronomium	13	1
<FH[	785	2	-	Deuteronomium	4	2
<FH[	789	2	+	Samuel_II	7	11
<FH[	789	2	-	Chronica_I	17	10
<FH[	863	2	+	Exodus	36	29
<FH[	863	2	-	Exodus	26	24
<FH[	895	2	+	Chronica_II	34	31
<FH[	895	2	-	Reges_II	23	3
<FH[	949	2	+	Exodus	25	26
<FH[	949	2	-	Exodus	37	13
<FH[	984	2	+	Numeri	8	3
<FH[	984	2	-	Exodus	40	25
<FH[	1049	2	+	Ezechiel	20	24
<FH[	1049	2	-	Ezechiel	20	16
<FH[	1124	2	+	Samuel_II	7	23
<FH[	1124	2	-	Chronica_I	17	21
<FH[	1203	2	+	Reges_I	8	39
<FH[	1203	2	-	Chronica_II	6	30
<FJRJ/	42	11	+	Ezechiel	24	1
<FJRJ/	42	11	+	Ezechiel	29	1
<FJRJ/	42	11	-	Reges_II	21	10
<FJRJ/	42	11	-	Ezechiel	26	1
<FJRJ/	42	11	-	Ezechiel	29	17
<FJRJ/	42	11	-	Ezechiel	30	20
<FJRJ/	42	11	-	Ezechiel	31	1
<FJRJ/	42	11	-	Ezechiel	32	1
<FJRJ/	42	11	-	Ezechiel	32	17
<FJRJ/	42	11	-	Haggai	1	3
<FJRJ/	42	11	-	Haggai	2	1
<FJRJ/	492	2	+	Chronica_I	27	13
<FJRJ/	492	2	-	Chronica_I	27	15
<FR/	10	10	+	Numeri	29	12
<FR/	10	10	-	Leviticus	23	7
<FR/	10	10	-	Leviticus	23	8
<FR/	10	10	-	Leviticus	23	35
<FR/	10	10	-	Leviticus	23	36
<FR/	10	10	-	Numeri	28	18
<FR/	10	10	-	Numeri	28	25
<FR/	10	10	-	Numeri	28	26
<FR/	10	10	-	Numeri	29	1
<FR/	10	10	-	Numeri	29	35
<FR/	37	7	+	Numeri	29	14
<FR/	37	7	-	Numeri	15	6
<FR/	37	7	-	Numeri	28	12
<FR/	37	7	-	Numeri	28	20
<FR/	37	7	-	Numeri	28	28
<FR/	37	7	-	Numeri	29	3
<FR/	37	7	-	Numeri	29	9
<FR/	42	11	+	Ezechiel	29	1
<FR/	42	11	+	Ezechiel	32	1
<FR/	42	11	+	Ezechiel	32	17
<FR/	42	11	-	Reges_II	21	10
<FR/	42	11	-	Ezechiel	24	1
<FR/	42	11	-	Ezechiel	26	1
<FR/	42	11	-	Ezechiel	29	17
<FR/	42	11	-	Ezechiel	30	20
<FR/	42	11	-	Ezechiel	31	1
<FR/	42	11	-	Haggai	1	3
<FR/	42	11	-	Haggai	2	1
<FR/	165	2	+	Reges_I	8	65
<FR/	165	2	-	Chronica_II	7	8
<FR/	235	6	+	Leviticus	23	5
<FR/	235	6	+	Leviticus	23	6
<FR/	235	6	+	Numeri	28	16
<FR/	235	6	+	Numeri	28	17
<FR/	235	6	+	Ezechiel	45	21
<FR/	235	6	-	Exodus	13	6
<FR/	492	2	+	Chronica_I	27	15
<FR/	492	2	-	Chronica_I	27	13
<FR/	817	2	+	Sacharia	1	7
<FR/	817	2	-	Sacharia	1	1
<FR/	948	3	+	Leviticus	27	7
<FR/	948	3	-	Leviticus	27	5
<FR/	948	3	-	Leviticus	27	6
<FR/	1216	2	+	Jeremia	52	20
<FR/	1216	2	-	Reges_II	25	16
<FR=/	162	8	+	Exodus	26	1
<FR=/	162	8	+	Exodus	36	8
<FR=/	162	8	-	Exodus	26	31
<FR=/	162	8	-	Exodus	28	6
<FR=/	162	8	-	Exodus	28	15
<FR=/	162	8	-	Exodus	36	35
<FR=/	162	8	-	Exodus	39	2
<FR=/	162	8	-	Exodus	39	8
<FRH/	18	2	+	Reges_II	25	17
<FRH/	18	2	-	Jeremia	52	22
<FRH/	42	11	+	Ezechiel	26	1
<FRH/	42	11	+	Ezechiel	30	20
<FRH/	42	11	+	Ezechiel	31	1
<FRH/	42	11	+	Ezechiel	32	1
<FRH/	42	11	+	Ezechiel	32	17
<FRH/	42	11	-	Reges_II	21	10
<FRH/	42	11	-	Ezechiel	24	1
<FRH/	42	11	-	Ezechiel	29	1
<FRH/	42	11	-	Ezechiel	29	17
<FRH/	42	11	-	Haggai	1	3
<FRH/	42	11	-	Haggai	2	1
<FRH/	105	4	+	Genesis	11	25
<FRH/	105	4	-	Genesis	11	19
<FRH/	105	4	-	Genesis	11	21
<FRH/	105	4	-	Genesis	11	23
<FRH/	326	7	+	Genesis	5	10
<FRH/	326	7	-	Genesis	5	7
