passage	phrase_text	phrase_gloss	head	attributive	#words_mother	#nouns_mother
Joshua 17:17	KX GDWL 	strength great	KX 	GDWL 	1	1
Joshua 19:1	HGWRL H#NJ 	the lot the second	HGWRL 	H#NJ 	2	1
Joshua 19:10	HGWRL H#LJ#J 	the lot the third	HGWRL 	H#LJ#J 	2	1
Joshua 19:17	HGWRL HRBJ<J 	the lot the fourth	HGWRL 	HRBJ<J 	2	1
Joshua 19:24	HGWRL HXMJ#J 	the lot the fifth	HGWRL 	HXMJ#J 	2	1
Joshua 19:28	<BRN WRXB WXMWN WQNH <D YJDWN RBH00 	Abdon and Rehob and Hammon and Kanah unto Sidon much	YJDWN 	RBH00 	1	0
Joshua 19:32	HGWRL H##J 	the lot the sixth	HGWRL 	H##J 	2	1
Joshua 19:40	HGWRL H#BJ<J00 	the lot the seventh	HGWRL 	H#BJ<J00 	2	1
Joshua 20:6	<D&MWT HKHN HGDWL 	unto death the priest the great	HKHN 	HGDWL 	2	1
Joshua 21:5	LBNJ QHT HNWTRJM 	to son Kohath the remain	BNJ QHT 	HNWTRJM 	2	1
Joshua 21:26	LM#PXWT BNJ&QHT HNWTRJM00 	to clan son Kohath the remain	BNJ&QHT 	HNWTRJM00 	2	1
Joshua 21:34	LM#PXWT BNJ&MRRJ HLWJM HNWTRJM 	to clan son Merari the Levite the remain	HLWJM 	HNWTRJM 	2	0
Joshua 21:45	DBR MKL HDBR HVWB 	word from whole the word the good	HDBR 	HVWB 	2	1
Joshua 22:3	JMJM RBJM <D HJWM HZH 	day much unto the day the this	JMJM 	RBJM 	1	1
Joshua 22:8	BNKSJM RBJM WBMQNH RB&M>D BKSP WBZHB WBNX#T WBBRZL WB#LMWT HRBH M>D 	in riches much and in purchase much might in silver and in gold and in bronze and in iron and in wrapper be many might	NKSJM 	RBJM 	1	1
Joshua 22:8	BNKSJM RBJM WBMQNH RB&M>D BKSP WBZHB WBNX#T WBBRZL WB#LMWT HRBH M>D 	in riches much and in purchase much might in silver and in gold and in bronze and in iron and in wrapper be many might	MQNH 	RB&M>D 	1	1
Joshua 22:10	MZBX GDWL LMR>H00 	altar great to sight	MZBX 	GDWL 	1	1
Joshua 23:1	MJMJM RBJM 	from day much	JMJM 	RBJM 	1	1
Joshua 23:4	>T&HGWJM HN#>RJM H>LH 	<object marker> the people the remain the these	HGWJM 	HN#>RJM 	2	1
Joshua 23:4	KL&HGWJM WHJM HGDWL MBW> H#M#00 	whole the people and the sea the great entrance the sun	HJM 	HGDWL 	2	1
Joshua 23:9	GWJM GDLJM W<YWMJM 	people great and mighty	GWJM 	GDLJM W<YWMJM 	1	1
Joshua 23:13	M<L H>DMH HVWBH HZ>T 	from upon the soil the good the this	H>DMH 	HVWBH 	2	1
Joshua 23:14	DBR >XD MKL HDBRJM HVWBJM 	word one from whole the word the good	HDBRJM 	HVWBJM 	2	1
Joshua 23:15	KL&HDBR HVWB 	whole the word the good	HDBR 	HVWB 	2	1
Joshua 23:15	>T KL&HDBR HR< 	<object marker> whole the word the evil	HDBR 	HR< 	2	1
Joshua 23:15	M<L H>DMH HVWBH HZ>T 	from upon the soil the good the this	H>DMH 	HVWBH 	2	1
Joshua 23:16	>LHJM >XRJM 	god(s) other	>LHJM 	>XRJM 	1	1
Joshua 23:16	M<L H>RY HVWBH 	from upon the earth the good	H>RY 	HVWBH 	2	1
Joshua 24:2	>LHJM >XRJM00 	god(s) other	>LHJM 	>XRJM00 	1	1
Joshua 24:7	JMJM RBJM00 	day much	JMJM 	RBJM00 	1	1
Joshua 24:16	>LHJM >XRJM00 	god(s) other	>LHJM 	>XRJM00 	1	1
Joshua 24:17	>T&H>TWT HGDLWT H>LH 	<object marker> the sign the great the these	H>TWT 	HGDLWT 	2	1
Joshua 24:19	>LHJM QD#JM 	god(s) holy	>LHJM 	QD#JM 	1	1
Joshua 24:19	>L&QNW> 	god jealous	>L&	QNW> 	1	1
Joshua 24:26	>BN GDWLH 	stone great	>BN 	GDWLH 	1	1
Judges 2:7	>T KL&M<#H JHWH HGDWL 	<object marker> whole deed YHWH the great	M<#H JHWH 	HGDWL 	2	1
Judges 2:10	DWR >XR 	generation other	DWR 	>XR 	1	1
Judges 2:12	>XRJ >LHJM >XRJM M>LHJ H<MJM 	after god(s) other from god(s) the people	>LHJM 	>XRJM 	1	1
Judges 2:17	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Judges 2:19	>XRJ >LHJM >XRJM 	after god(s) other	>LHJM 	>XRJM 	1	1
Judges 2:19	MM<LLJHM WMDRKM HQ#H00 	from deed and from way the hard	DRKM 	HQ#H00 	1	1
Judges 3:15	>T&>HWD BN&GR> BN&HJMJNJ >J# >VR JD&JMJNW 	<object marker> Ehud son Gera son the Benjaminite man left-handed hand right-hand side	>J# 	>VR JD&JMJNW 	1	1
Judges 3:17	>J# BRJ> 	man fat	>J# 	BRJ> 	1	1
Judges 5:6	>RXWT <QLQLWT00 	path crooked	>RXWT 	<QLQLWT00 	1	1
Judges 5:8	>LHJM XD#JM 	god(s) new	>LHJM 	XD#JM 	1	1
Judges 5:10	>TNWT YXRWT 	she-ass yellowish red	>TNWT 	YXRWT 	1	1
Judges 6:26	>T&HPR H#NJ 	<object marker> the young bull the second	HPR 	H#NJ 	2	1
Judges 6:28	>T HPR H#NJ 	<object marker> the young bull the second	HPR 	H#NJ 	2	1
Judges 7:16	BJD&KLM WKDJM RQJM 	in hand whole and pitcher empty	KDJM 	RQJM 	1	1
Judges 7:19	R># H>#MRT HTJKWNH 	head the night watch the middle	H>#MRT 	HTJKWNH 	2	1
Judges 8:15	L>N#JK HJ<PJM 	to man the weary	>N#JK 	HJ<PJM 	1	1
Judges 8:30	N#JM RBWT 	woman much	N#JM 	RBWT 	1	1
Judges 8:32	B#JBH VWBH 	in age good	#JBH 	VWBH 	1	1
Judges 9:4	>N#JM RJQJM WPXZJM 	man empty and be insolent	>N#JM 	RJQJM WPXZJM 	1	1
Judges 9:5	JWTM BN&JRB<L HQVN 	Jotham son Jerub-Baal the small	BN&JRB<L 	HQVN 	2	1
Judges 9:11	>T&MTQJ W>T&TNWBTJ HVWBH 	<object marker> sweetness and <object marker> produce the good	TNWBTJ 	HVWBH 	1	1
Judges 9:23	RWX R<H 	wind evil	RWX 	R<H 	1	1
Judges 9:40	XLLJM RBJM 	pierced much	XLLJM 	RBJM 	1	0
Judges 10:13	>LHJM >XRJM 	god(s) other	>LHJM 	>XRJM 	1	1
Judges 11:1	BN&>#H ZWNH 	son woman fornicate	>#H 	ZWNH 	1	1
Judges 11:2	BN&>#H >XRT 	son woman other	>#H 	>XRT 	1	1
Judges 11:3	>N#JM RJQJM 	man empty	>N#JM 	RJQJM 	1	1
Judges 11:33	MKH GDWLH M>D 	blow great might	MKH 	GDWLH M>D 	1	1
Judges 13:4	KL&VM>00 	whole unclean	KL&	VM>00 	1	1
Judges 14:15	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Judges 14:17	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Judges 14:18	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
Judges 15:2	>XTH HQVNH 	sister the small	>XTH 	HQVNH 	1	1
Judges 15:8	MKH GDWLH 	blow great	MKH 	GDWLH 	1	1
Judges 15:13	B#NJM <BTJM XD#JM 	in two rope new	#NJM <BTJM 	XD#JM 	2	2
Judges 15:15	LXJ&XMWR VRJH 	jaw he-ass fresh	XMWR 	VRJH 	1	1
Judges 15:18	>T&HT#W<H HGDLH HZ>T 	<object marker> the salvation the great the this	HT#W<H 	HGDLH 	2	1
Judges 16:1	>#H ZWNH 	woman fornicate	>#H 	ZWNH 	1	1
Judges 16:7	B#B<H JTRJM LXJM 	in seven sinew fresh	#B<H JTRJM 	LXJM 	2	2
Judges 16:8	#B<H JTRJM LXJM 	seven sinew fresh	#B<H JTRJM 	LXJM 	2	2
Judges 16:11	B<BTJM XD#JM 	in rope new	<BTJM 	XD#JM 	1	1
Judges 16:12	<BTJM XD#JM 	rope new	<BTJM 	XD#JM 	1	1
Judges 16:23	ZBX&GDWL 	sacrifice great	ZBX&	GDWL 	1	1
Judges 18:10	>L&<M BVX 	to people trust	<M 	BVX 	1	1
Judges 18:25	>N#JM MRJ NP# 	man bitter soul	>N#JM 	MRJ NP# 	1	1
Judges 18:27	<L&<M #QV WBVX 	upon people be at peace and trust	<M 	#QV WBVX 	1	1
Judges 19:1	>J# LWJ 	man Levite	>J# 	LWJ 	1	1
Judges 19:5	BJWM HRBJ<J 	in the day the fourth	JWM 	HRBJ<J 	2	1
Judges 19:8	BBQR BJWM HXMJ#J 	in the morning in the day the fifth	JWM 	HXMJ#J 	2	1
Judges 19:10	YMD XMWRJM XBW#JM 	span he-ass saddle	XMWRJM 	XBW#JM 	1	1
Judges 19:16	>J# ZQN 	man old	>J# 	ZQN 	1	1
Judges 19:17	>T&H>J# H>RX BRXB H<JR 	<object marker> the man the wander in open place the town	H>J# 	H>RX 	2	1
Judges 19:17	H>J# HZQN 	the man the old	H>J# 	HZQN 	2	1
Judges 19:20	H>J# HZQN 	the man the old	H>J# 	HZQN 	2	1
Judges 20:2	>RB< M>WT >LP >J# RGLJ 	four hundred thousand man on foot	>J# 	RGLJ 	1	1
Judges 20:4	H>J# HLWJ >J# H>#H HNRYXH 	the man the Levite man the woman the kill	H>J# 	HLWJ 	2	1
Judges 20:4	H>J# HLWJ >J# H>#H HNRYXH 	the man the Levite man the woman the kill	H>#H 	HNRYXH 	2	1
Judges 20:15	#B< M>WT >J# BXWR00 	seven hundred man examine	>J# 	BXWR00 	1	1
Judges 20:16	#B< M>WT >J# BXWR >VR JD&JMJNW 	seven hundred man examine left-handed hand right-hand side	>J# 	BXWR 	1	1
Judges 20:16	#B< M>WT >J# BXWR >VR JD&JMJNW 	seven hundred man examine left-handed hand right-hand side	#B< M>WT >J# BXWR 	>VR JD&JMJNW 	4	3
Judges 20:22	BJWM HR>#WN00 	in the day the first	JWM 	HR>#WN00 	2	1
Judges 20:24	BJWM H#NJ00 	in the day the second	JWM 	H#NJ00 	2	1
Judges 20:25	BJWM H#NJ 	in the day the second	JWM 	H#NJ 	2	1
Judges 20:30	BJWM H#LJ#J 	in the day the third	JWM 	H#LJ#J 	2	1
Judges 20:39	KMLXMH HR>#NH00 	as the war the first	MLXMH 	HR>#NH00 	2	1
Judges 21:2	BKJ GDWL00 	weeping great	BKJ 	GDWL00 	1	1
Judges 21:5	H#BW<H HGDWLH 	the oath the great	H#BW<H 	HGDWLH 	2	1
1_Samuel 1:15	>#H Q#T&RWX 	woman hard wind	>#H 	Q#T&RWX 	1	1
1_Samuel 2:4	Q#T GBRJM XTJM 	bow vigorous terror-filled	GBRJM 	XTJM 	1	1
1_Samuel 2:15	L>J# HZBX 	to the man the slaughter	>J# 	HZBX 	2	1
1_Samuel 2:15	B#R MB#L 	flesh boil	B#R 	MB#L 	1	1
1_Samuel 2:19	M<JL QVN 	coat small	M<JL 	QVN 	1	1
1_Samuel 2:23	>T&DBRJKM R<JM 	<object marker> word evil	DBRJKM 	R<JM 	1	1
1_Samuel 2:35	KHN N>MN 	priest be firm	KHN 	N>MN 	1	1
1_Samuel 2:35	BJT N>MN 	house be firm	BJT 	N>MN 	1	1
1_Samuel 4:5	TRW<H GDWLH 	shouting great	TRW<H 	GDWLH 	1	1
1_Samuel 4:6	QWL HTRW<H HGDWLH HZ>T BMXNH H<BRJM 	sound the shouting the great the this in camp the Hebrew	HTRW<H 	HGDWLH 	2	1
1_Samuel 4:8	MJD H>LHJM H>DJRJM H>LH 	from hand the god(s) the mighty the these	H>LHJM 	H>DJRJM 	2	1
1_Samuel 4:17	GM MGPH GDWLH 	even blow great	MGPH 	GDWLH 	1	1
1_Samuel 5:9	MHWMH GDWLH M>D 	discomfiture great might	MHWMH 	GDWLH M>D 	1	1
1_Samuel 6:7	<GLH XD#H >XT 	chariot new one	<GLH 	XD#H 	1	1
1_Samuel 6:7	#TJ PRWT <LWT 	two cow nurse	PRWT 	<LWT 	1	1
1_Samuel 6:9	>T&HR<H HGDWLH HZ>T 	<object marker> the evil the great the this	HR<H 	HGDWLH 	2	1
1_Samuel 6:10	#TJ PRWT <LWT 	two cow nurse	PRWT 	<LWT 	1	1
1_Samuel 6:14	>BN GDWLH 	stone great	>BN 	GDWLH 	1	1
1_Samuel 6:15	>L&H>BN HGDWLH 	to the stone the great	H>BN 	HGDWLH 	2	1
1_Samuel 6:18	MSPR KL&<RJ PL#TJM LXM#T HSRNJM M<JR MBYR W<D KPR HPRZJ W<D >BL HGDWLH 	number whole town Philistine to five the lords from town fortification and unto village the open country and unto water-course the great	>BL 	HGDWLH 	1	1
1_Samuel 6:19	MKH GDWLH00 	blow great	MKH 	GDWLH00 	1	1
1_Samuel 6:20	LPNJ JHWH H>LHJM HQDW# HZH 	to face YHWH the god(s) the holy the this	H>LHJM 	HQDW# 	2	1
1_Samuel 7:10	BQWL&GDWL 	in sound great	QWL&	GDWL 	1	1
1_Samuel 8:8	>LHJM >XRJM 	god(s) other	>LHJM 	>XRJM 	1	1
1_Samuel 8:14	>T&#DWTJKM W>T&KRMJKM WZJTJKM HVWBJM 	<object marker> open field and <object marker> vineyard and olive the good	>T&#DWTJKM W>T&KRMJKM WZJTJKM 	HVWBJM 	7	3
1_Samuel 8:16	>T&<BDJKM W>T&#PXWTJKM W>T&BXWRJKM HVWBJM W>T&XMWRJKM 	<object marker> servant and <object marker> maidservant and <object marker> young man the good and <object marker> he-ass	BXWRJKM 	HVWBJM 	1	1
1_Samuel 9:1	BN&>J# JMJNJ 	son man Benjaminite	>J# 	JMJNJ 	1	1
1_Samuel 10:6	L>J# >XR00 	to man other	>J# 	>XR00 	1	1
1_Samuel 10:9	LB >XR 	heart other	LB 	>XR 	1	1
1_Samuel 12:16	>T&HDBR HGDWL HZH 	<object marker> the word the great the this	HDBR 	HGDWL 	2	1
1_Samuel 12:22	B<BWR #MW HGDWL 	in way name the great	<BWR #MW 	HGDWL 	2	2
1_Samuel 14:14	HMKH HR>#NH 	the blow the first	HMKH 	HR>#NH 	2	1
1_Samuel 14:20	MHWMH GDWLH M>D00 	discomfiture great might	MHWMH 	GDWLH M>D00 	1	1
1_Samuel 14:33	>BN GDWLH00 	stone great	>BN 	GDWLH00 	1	1
1_Samuel 14:45	HJ#W<H HGDWLH HZ>T 	the salvation the great the this	HJ#W<H 	HGDWLH 	2	1
1_Samuel 16:14	RWX&R<H M>T JHWH00 	wind evil from together with YHWH	RWX&	R<H 	1	1
1_Samuel 16:15	RWX&>LHJM R<H 	wind god(s) evil	RWX&>LHJM 	R<H 	2	2
1_Samuel 16:16	RWX&>LHJM R<H 	wind god(s) evil	RWX&>LHJM 	R<H 	2	2
1_Samuel 17:12	BN&>J# >PRTJ HZH MBJT LXM JHWDH 	son man Ephrathite the this from Bethlehem Judah	>J# 	>PRTJ 	1	1
1_Samuel 17:13	#L#T BNJ&J#J HGDLJM 	three son Jesse the great	BNJ&J#J 	HGDLJM 	2	1
1_Samuel 17:25	H>J# H<LH HZH 	the man the ascend the this	H>J# 	H<LH 	2	1
1_Samuel 17:25	<#R GDWL 	riches great	<#R 	GDWL 	1	1
1_Samuel 17:26	HPL#TJ H<RL HZH 	the Philistine the uncircumcised the this	HPL#TJ 	H<RL 	2	0
1_Samuel 17:26	M<RKWT >LHJM XJJM00 	row god(s) alive	>LHJM 	XJJM00 	1	1
1_Samuel 17:28	>LJ>B >XJW HGDWL 	Eliab brother the great	>XJW 	HGDWL 	1	1
1_Samuel 17:30	DBR KDBR HR>#WN00 	word as the word the first	DBR 	HR>#WN00 	2	1
1_Samuel 17:36	HPL#TJ H<RL HZH 	the Philistine the uncircumcised the this	HPL#TJ 	H<RL 	2	0
1_Samuel 17:36	M<RKT >LHJM XJJM00 	row god(s) alive	>LHJM 	XJJM00 	1	1
1_Samuel 18:7	HN#JM HM#XQWT 	the woman the laugh	HN#JM 	HM#XQWT 	2	1
1_Samuel 18:10	RWX >LHJM R<H 	wind god(s) evil	RWX >LHJM 	R<H 	2	2
1_Samuel 18:17	BTJ HGDWLH MRB 	daughter the great Merab	BTJ 	HGDWLH 	1	1
1_Samuel 18:23	>J#&R# WNQLH00 	man be poor and contempt	>J#&	R# WNQLH00 	1	1
1_Samuel 19:5	T#W<H GDWLH 	salvation great	T#W<H 	GDWLH 	1	1
1_Samuel 19:5	BDM NQJ 	in blood innocent	DM 	NQJ 	1	1
1_Samuel 19:8	MKH GDWLH 	blow great	MKH 	GDWLH 	1	1
1_Samuel 19:9	RWX JHWH R<H 	wind YHWH evil	RWX JHWH 	R<H 	2	1
1_Samuel 19:21	ML>KJM >XRJM 	messenger other	ML>KJM 	>XRJM 	1	1
1_Samuel 19:21	ML>KJM #L#JM 	messenger third	ML>KJM 	#L#JM 	1	1
1_Samuel 20:2	DBR GDWL >W DBR QVN 	word great or word small	DBR 	GDWL 	1	1
1_Samuel 20:2	DBR GDWL >W DBR QVN 	word great or word small	DBR 	QVN 	1	1
1_Samuel 20:5	<D H<RB H#L#JT00 	unto the evening the third	H<RB 	H#L#JT00 	2	1
1_Samuel 20:27	MMXRT HXD# H#NJ 	from next day the month the second	HXD# 	H#NJ 	2	1
1_Samuel 20:34	BJWM&HXD# H#NJ 	in day the month the second	HXD# 	H#NJ 	2	1
1_Samuel 20:35	N<R QVN 	boy small	N<R 	QVN 	1	1
1_Samuel 21:5	LXM XL 	bread profane	LXM 	XL 	1	1
1_Samuel 21:6	DRK XL 	way profane	DRK 	XL 	1	1
1_Samuel 21:15	>J# M#TG< 	man be mad	>J# 	M#TG< 	1	1
1_Samuel 22:2	KL&>J# MYWQ WKL&>J# WKL&>J# MR&NP# 	whole man stress and whole man and whole man bitter soul	>J# 	MR&NP# 	1	1
1_Samuel 22:15	DBR QVN >W GDWL00 	word small or great	DBR 	QVN >W GDWL00 	1	1
1_Samuel 23:5	MKH GDWLH 	blow great	MKH 	GDWLH 	1	1
1_Samuel 24:15	>XRJ KLB MT 	after dog die	KLB 	MT 	1	1
1_Samuel 24:20	BDRK VWBH 	in way good	DRK 	VWBH 	1	1
1_Samuel 25:8	<L&JWM VWB 	upon day good	JWM 	VWB 	1	1
1_Samuel 25:18	M>TJM LXM W#NJM NBLJ&JJN WXM# Y>N <#WJWT WXM# S>JM QLJ WM>H YMQJM WM>TJM DBLJM 	hundred bread and two jar wine and five cattle make and five seah parched grain and hundred cakes and hundred fig cake	Y>N 	<#WJWT 	1	1
1_Samuel 25:28	BJT N>MN 	house be firm	BJT 	N>MN 	1	1
1_Samuel 25:36	DBR QVN WGDWL 	word small and great	DBR 	QVN WGDWL 	1	1
1_Samuel 26:19	>LHJM >XRJM00 	god(s) other	>LHJM 	>XRJM00 	1	1
1_Samuel 28:8	BGDJM >XRJM 	garment other	BGDJM 	>XRJM 	1	1
1_Samuel 28:12	BQWL GDWL 	in sound great	QWL 	GDWL 	1	1
1_Samuel 28:14	>J# ZQN 	man old	>J# 	ZQN 	1	1
1_Samuel 30:1	BJWM H#LJ#J 	in the day the third	JWM 	H#LJ#J 	2	1
1_Samuel 30:11	>J#&MYRJ 	man Egyptian	>J#&	MYRJ 	1	1
1_Samuel 30:13	N<R MYRJ 	boy Egyptian	N<R 	MYRJ 	1	1
1_Samuel 30:13	L>J# <MLQJ 	to man Amalekite	>J# 	<MLQJ 	1	1
1_Samuel 30:16	BKL H#LL HGDWL 	in whole the plunder the great	H#LL 	HGDWL 	2	1
1_Samuel 30:22	KL&>J#&R< WBLJ<L MH>N#JM 	whole man evil and wickedness from the man	>J#&	R< 	1	1
2_Samuel 1:2	BJWM H#LJ#J 	in the day the third	JWM 	H#LJ#J 	2	1
2_Samuel 1:13	BN&>J# GR <MLQJ 	son man sojourner Amalekite	>J# GR 	<MLQJ 	2	2
2_Samuel 3:22	#LL RB 	plunder much	#LL 	RB 	1	1
2_Samuel 4:4	BN NKH RGLJM 	son smitten foot	BN 	NKH RGLJM 	1	1
2_Samuel 4:11	>N#JM R#<JM 	man guilty	>N#JM 	R#<JM 	1	1
2_Samuel 4:11	>T&>J#&YDJQ 	<object marker> man just	>J#&	YDJQ 	1	1
2_Samuel 6:3	>L&<GLH XD#H 	to chariot new	<GLH 	XD#H 	1	1
2_Samuel 6:3	>T&H<GLH XD#H00 	<object marker> the chariot new	H<GLH 	XD#H00 	2	1
2_Samuel 7:9	#M GDWL 	name great	#M 	GDWL 	1	1
2_Samuel 8:4	>LP W#B<&M>WT PR#JM W<#RJM >LP >J# RGLJ 	thousand and seven hundred horseman and twenty thousand man on foot	>J# 	RGLJ 	1	1
2_Samuel 9:8	>L&HKLB HMT 	to the dog the die	HKLB 	HMT 	2	1
2_Samuel 9:12	BN&QVN 	son small	BN&	QVN 	1	1
2_Samuel 11:2	>#H RXYT 	woman wash	>#H 	RXYT 	1	1
2_Samuel 11:15	>L&MWL PNJ HMLXMH HXZQH 	to front face the war the strong	HMLXMH 	HXZQH 	2	1
2_Samuel 12:3	KB#H >XT QVNH 	young ewe-lamb one small	KB#H >XT 	QVNH 	2	2
2_Samuel 12:4	>T&KB#T H>J# HR># 	<object marker> young ewe-lamb the man the be poor	H>J# 	HR># 	2	1
2_Samuel 12:18	BJWM H#BJ<J 	in the day the seventh	JWM 	H#BJ<J 	2	1
2_Samuel 12:30	>BN JQRH 	stone rare	>BN 	JQRH 	1	1
2_Samuel 13:1	>XWT JPH 	sister beautiful	>XWT 	JPH 	1	1
2_Samuel 13:3	>J# XKM 	man wise	>J# 	XKM 	1	1
2_Samuel 13:15	#N>H GDWLH M>D 	hatred great might	#N>H 	GDWLH M>D 	1	1
2_Samuel 13:16	>WDT HR<H HGDWLH HZ>T M>XRT 	inducement the evil the great the this from other	HR<H 	HGDWLH 	2	1
2_Samuel 13:34	<M&RB 	people much	<M&	RB 	1	1
2_Samuel 13:36	BKJ GDWL M>D00 	weeping great might	BKJ 	GDWL M>D00 	1	1
2_Samuel 14:2	>#H XKMH 	woman wise	>#H 	XKMH 	1	1
2_Samuel 14:2	JMJM RBJM 	day much	JMJM 	RBJM 	1	1
2_Samuel 14:4	H>#H HTQ<JT 	the woman the Tekoite	H>#H 	HTQ<JT 	2	1
2_Samuel 14:9	H>#H HTQW<JT 	the woman the Tekoite	H>#H 	HTQW<JT 	2	1
2_Samuel 14:27	>#H JPT MR>H00 	woman beautiful sight	>#H 	JPT MR>H00 	1	1
2_Samuel 15:23	QWL GDWL 	sound great	QWL 	GDWL 	1	1
2_Samuel 16:1	YMD XMRJM XB#JM 	span he-ass saddle	XMRJM 	XB#JM 	1	1
2_Samuel 16:9	HKLB HMT HZH 	the dog the die the this	HKLB 	HMT 	2	1
2_Samuel 17:8	KDB #KWL B#DH 	as bear bereaved of children in the open field	DB 	#KWL 	1	1
2_Samuel 18:9	TXT #WBK H>LH HGDWLH 	under part network of boughs the big tree the great	H>LH 	HGDWLH 	2	1
2_Samuel 18:17	>L&HPXT HGDWL 	to the pit the great	HPXT 	HGDWL 	2	1
2_Samuel 18:17	GL&>BNJM GDWL M>D 	heap stone great might	GL&>BNJM 	GDWL M>D 	2	2
2_Samuel 18:20	BJWM >XR 	in day other	JWM 	>XR 	1	1
2_Samuel 18:22	B#WRH MY>T00 	report go out	B#WRH 	MY>T00 	1	1
2_Samuel 18:26	>J#&>XR 	man other	>J#&	>XR 	1	1
2_Samuel 18:27	>J#&VWB 	man good	>J#&	VWB 	1	1
2_Samuel 18:27	>L&B#WRH VWBH 	to report good	B#WRH 	VWBH 	1	1
2_Samuel 18:29	HHMWN HGDWL 	the commotion the great	HHMWN 	HGDWL 	2	1
2_Samuel 19:5	QWL GDWL 	sound great	QWL 	GDWL 	1	1
2_Samuel 19:33	>J# GDWL 	man great	>J# 	GDWL 	1	1
2_Samuel 20:1	#B< BN&BKRJ >J# JMJNJ 	Sheba son Bicri man Benjaminite	>J# 	JMJNJ 	1	1
2_Samuel 20:6	<RJM BYRWT 	town fortified	<RJM 	BYRWT 	1	1
2_Samuel 20:8	<M&H>BN HGDWLH 	with the stone the great	H>BN 	HGDWLH 	2	1
2_Samuel 20:16	>#H XKMH MN&H<JR 	woman wise from the town	>#H 	XKMH 	1	1
2_Samuel 22:17	MMJM RBJM00 	from water much	MJM 	RBJM00 	1	1
2_Samuel 22:18	M>JBJ <Z M#N>J 	from be hostile strong from hate	>JBJ 	<Z 	1	0
2_Samuel 22:26	<M&GBWR TMJM 	with vigorous complete	GBWR 	TMJM 	1	1
2_Samuel 22:28	>T&<M <NJ 	<object marker> people humble	<M 	<NJ 	1	1
2_Samuel 23:1	DBRJ DWD H>XRNJM 	word David the at the back	DBRJ DWD 	H>XRNJM 	2	1
2_Samuel 23:6	KQWY MND 	as snuff flee	QWY 	MND 	1	1
2_Samuel 23:10	T#W<H GDWLH 	salvation great	T#W<H 	GDWLH 	1	1
2_Samuel 23:12	T#W<H GDWLH00 	salvation great	T#W<H 	GDWLH00 	1	1
2_Samuel 23:21	>T&>J# MYRJ >J# MR>H 	<object marker> man Egyptian man sight	>J# 	MYRJ 	1	1
1_Kings 1:3	N<RH JPH 	girl beautiful	N<RH 	JPH 	1	1
1_Kings 1:40	#MXH GDWLH 	joy great	#MXH 	GDWLH 	1	1
1_Kings 2:8	QLLH NMRYT 	curse hurt	QLLH 	NMRYT 	1	1
1_Kings 2:9	>J# XKM 	man wise	>J# 	XKM 	1	1
1_Kings 2:20	#>LH >XT QVNH 	request one small	#>LH >XT 	QVNH 	2	2
1_Kings 2:38	JMJM RBJM00 	day much	JMJM 	RBJM00 	1	1
1_Kings 3:4	HBMH HGDWLH 	the high place the great	HBMH 	HGDWLH 	2	1
1_Kings 3:6	XSD GDWL 	loyalty great	XSD 	GDWL 	1	1
1_Kings 3:6	>T&HXSD HGDWL HZH 	<object marker> the loyalty the great the this	HXSD 	HGDWL 	2	1
1_Kings 3:7	N<R QVN 	boy small	N<R 	QVN 	1	1
1_Kings 3:8	BTWK <MK <M&RB 	in midst people people much	<M&	RB 	1	1
1_Kings 3:9	LB #M< 	heart hear	LB 	#M< 	1	1
1_Kings 3:9	>T&<MK HKBD HZH00 	<object marker> people the heavy the this	<MK 	HKBD 	1	1
1_Kings 3:11	JMJM RBJM 	day much	JMJM 	RBJM 	1	1
1_Kings 3:12	LB XKM WNBWN 	heart wise and understand	LB 	XKM WNBWN 	1	1
1_Kings 3:18	BJWM H#LJ#J 	in the day the third	JWM 	H#LJ#J 	2	1
1_Kings 3:20	>T&BNH HMT 	<object marker> son the die	BNH 	HMT 	1	1
1_Kings 3:22	H>#H H>XRT 	the woman the other	H>#H 	H>XRT 	2	1
1_Kings 3:25	>T&HJLD HXJ 	<object marker> the boy the alive	HJLD 	HXJ 	2	1
1_Kings 3:26	>T&HJLWD HXJ 	<object marker> the bear the alive	HJLWD 	HXJ 	2	0
1_Kings 3:27	>T&HJLWD HXJ 	<object marker> the bear the alive	HJLWD 	HXJ 	2	0
1_Kings 4:13	##JM <RJM GDLWT XWMH WBRJX NX#T00 	six town great wall and bar bronze	##JM <RJM 	GDLWT 	2	2
1_Kings 5:3	<#RH BQR BR>JM W<#RJM BQR R<J WM>H Y>N 	ten cattle fat and twenty cattle pasture and hundred cattle	BQR 	BR>JM 	1	1
1_Kings 5:3	LBD M>JL WYBJ WJXMWR WBRBRJM >BWSJM00 	to linen, part, stave from fallow-buck and gazelle and reebok and cuckoo fatten	BRBRJM 	>BWSJM00 	1	1
1_Kings 5:18	PG< R<00 	occurrence evil	PG< 	R<00 	1	1
1_Kings 5:21	BN XKM 	son wise	BN 	XKM 	1	1
1_Kings 5:21	<L&H<M HRB HZH00 	upon the people the much the this	H<M 	HRB 	2	1
