passage	phrase_node	phrase_text	phrase_gloss	phrase_function	lexeme	occ_text	occ_node
Deuteronomy 9:6	660980	יְהוָ֣ה אֱ֠לֹהֶיךָ 	YHWH god(s)	Subj	>LHJM/	אֱ֠לֹהֶיךָ 	98549
Deuteronomy 9:7	660993	אֶת־יְהוָ֥ה אֱלֹהֶ֖יךָ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֶ֖יךָ 	98574
Deuteronomy 9:10	661039	בְּאֶצְבַּ֣ע אֱלֹהִ֑ים 	in finger god(s)	Cmpl	>LHJM/	אֱלֹהִ֑ים 	98656
Deuteronomy 9:16	661120	לַיהוָ֣ה אֱלֹֽהֵיכֶ֔ם 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹֽהֵיכֶ֔ם 	98792
Deuteronomy 9:23	661228	אֶת־פִּ֤י יְהוָה֙ אֱלֹ֣הֵיכֶ֔ם 	<object marker> mouth YHWH god(s)	Objc	>LHJM/	אֱלֹ֣הֵיכֶ֔ם 	98973
Deuteronomy 10:9	661417	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	99318
Deuteronomy 10:12	661456	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	99381
Deuteronomy 10:12	661461	אֶת־יְהוָ֨ה אֱלֹהֶ֜יךָ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֶ֜יךָ 	99391
Deuteronomy 10:12	661469	אֶת־יְהוָ֣ה אֱלֹהֶ֔יךָ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֶ֔יךָ 	99406
Deuteronomy 10:14	661480	לַיהוָ֣ה אֱלֹהֶ֔יךָ 	to YHWH god(s)	PreC	>LHJM/	אֱלֹהֶ֔יךָ 	99433
Deuteronomy 10:17	661503	יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם 	YHWH god(s)	Frnt	>LHJM/	אֱלֹֽהֵיכֶ֔ם 	99481
Deuteronomy 10:17	661505	אֱלֹהֵ֣י הָֽאֱלֹהִ֔ים וַאֲדֹנֵ֖י הָאֲדֹנִ֑ים הָאֵ֨ל הַגָּדֹ֤ל הַגִּבֹּר֙ וְהַנֹּורָ֔א 	god(s) the god(s) and lord the lord the god the great the vigorous and the fear	PreC	>LHJM/	אֱלֹהֵ֣י 	99483
Deuteronomy 10:17	661505	אֱלֹהֵ֣י הָֽאֱלֹהִ֔ים וַאֲדֹנֵ֖י הָאֲדֹנִ֑ים הָאֵ֨ל הַגָּדֹ֤ל הַגִּבֹּר֙ וְהַנֹּורָ֔א 	god(s) the god(s) and lord the lord the god the great the vigorous and the fear	PreC	>LHJM/	אֱלֹהִ֔ים 	99485
Deuteronomy 10:20	661529	אֶת־יְהוָ֧ה אֱלֹהֶ֛יךָ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֶ֛יךָ 	99534
Deuteronomy 10:21	661543	אֱלֹהֶ֑יךָ 	god(s)	PreC	>LHJM/	אֱלֹהֶ֑יךָ 	99549
Deuteronomy 10:22	661558	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	99575
Deuteronomy 11:1	661562	אֵ֖ת יְהוָ֣ה אֱלֹהֶ֑יךָ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֶ֑יךָ 	99586
Deuteronomy 11:2	661580	אֶת־מוּסַ֖ר יְהוָ֣ה אֱלֹהֵיכֶ֑ם אֶת־גָּדְלֹ֕ו אֶת־יָדֹו֙ הַחֲזָקָ֔ה וּזְרֹעֹ֖ו הַנְּטוּיָֽה׃ 	<object marker> chastening YHWH god(s) <object marker> greatness <object marker> hand the strong and arm the extend	Objc	>LHJM/	אֱלֹהֵיכֶ֑ם 	99617
Deuteronomy 11:12	661693	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	99842
Deuteronomy 11:12	661697	עֵינֵ֨י יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	eye YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֨יךָ֙ 	99848
Deuteronomy 11:13	661711	אֶת־יְהוָ֤ה אֱלֹֽהֵיכֶם֙ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹֽהֵיכֶם֙ 	99875
Deuteronomy 11:16	661740	אֱלֹהִ֣ים אֲחֵרִ֔ים 	god(s) other	Objc	>LHJM/	אֱלֹהִ֣ים 	99922
Deuteronomy 11:22	661820	אֶת־יְהוָ֧ה אֱלֹהֵיכֶ֛ם 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֵיכֶ֛ם 	100060
Deuteronomy 11:25	661852	יְהוָ֣ה אֱלֹֽהֵיכֶ֗ם 	YHWH god(s)	Subj	>LHJM/	אֱלֹֽהֵיכֶ֗ם 	100128
Deuteronomy 11:27	661869	אֶל־מִצְוֹת֙ יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם 	to commandment YHWH god(s)	Cmpl	>LHJM/	אֱלֹֽהֵיכֶ֔ם 	100159
Deuteronomy 11:28	661880	אֶל־מִצְוֹת֙ יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם 	to commandment YHWH god(s)	Cmpl	>LHJM/	אֱלֹֽהֵיכֶ֔ם 	100175
Deuteronomy 11:28	661890	אַחֲרֵ֛י אֱלֹהִ֥ים אֲחֵרִ֖ים 	after god(s) other	Cmpl	>LHJM/	אֱלֹהִ֥ים 	100190
Deuteronomy 11:29	661898	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	100200
Deuteronomy 11:31	661927	יְהוָ֥ה אֱלֹהֵיכֶ֖ם 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֵיכֶ֖ם 	100267
Deuteronomy 12:1	661953	יְהוָ֜ה אֱלֹהֵ֧י אֲבֹתֶ֛יךָ 	YHWH god(s) father	Subj	>LHJM/	אֱלֹהֵ֧י 	100311
Deuteronomy 12:2	661972	אֶת־אֱלֹהֵיהֶ֑ם 	<object marker> god(s)	Objc	>LHJM/	אֱלֹהֵיהֶ֑ם 	100341
Deuteronomy 12:3	661985	פְסִילֵ֥י אֱלֹֽהֵיהֶ֖ם 	idol god(s)	Objc	>LHJM/	אֱלֹֽהֵיהֶ֖ם 	100372
Deuteronomy 12:4	661994	לַיהוָ֖ה אֱלֹהֵיכֶֽם׃ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֵיכֶֽם׃ 	100388
Deuteronomy 12:5	661999	יְהוָ֤ה אֱלֹֽהֵיכֶם֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹֽהֵיכֶם֙ 	100397
Deuteronomy 12:7	662016	לִפְנֵי֙ יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם 	to face YHWH god(s)	Loca	>LHJM/	אֱלֹֽהֵיכֶ֔ם 	100440
Deuteronomy 12:7	662023	יְהוָ֥ה אֱלֹהֶֽיךָ׃ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶֽיךָ׃ 	100453
Deuteronomy 12:9	662043	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	100484
Deuteronomy 12:10	662053	יְהוָ֥ה אֱלֹהֵיכֶ֖ם 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֵיכֶ֖ם 	100499
Deuteronomy 12:11	662068	יְהוָ֨ה אֱלֹהֵיכֶ֥ם 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֵיכֶ֥ם 	100520
Deuteronomy 12:12	662085	לִפְנֵי֮ יְהוָ֣ה אֱלֹֽהֵיכֶם֒ 	to face YHWH god(s)	Loca	>LHJM/	אֱלֹֽהֵיכֶם֒ 	100554
Deuteronomy 12:15	662123	כְּבִרְכַּ֨ת יְהוָ֧ה אֱלֹהֶ֛יךָ 	as blessing YHWH god(s)	Adju	>LHJM/	אֱלֹהֶ֛יךָ 	100620
Deuteronomy 12:18	662145	לִפְנֵי֩ יְהוָ֨ה אֱלֹהֶ֜יךָ 	to face YHWH god(s)	Loca	>LHJM/	אֱלֹהֶ֜יךָ 	100684
Deuteronomy 12:18	662150	יְהוָ֣ה אֱלֹהֶיךָ֮ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶיךָ֮ 	100692
Deuteronomy 12:18	662157	לִפְנֵי֙ יְהוָ֣ה אֱלֹהֶ֔יךָ 	to face YHWH god(s)	Loca	>LHJM/	אֱלֹהֶ֔יךָ 	100714
Deuteronomy 12:20	662167	יְהוָ֨ה אֱלֹהֶ֥יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֥יךָ 	100733
Deuteronomy 12:21	662190	יְהוָ֣ה אֱלֹהֶיךָ֮ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶיךָ֮ 	100764
Deuteronomy 12:27	662258	עַל־מִזְבַּ֖ח יְהוָ֣ה אֱלֹהֶ֑יךָ 	upon altar YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֑יךָ 	100884
Deuteronomy 12:27	662262	עַל־מִזְבַּח֙ יְהוָ֣ה אֱלֹהֶ֔יךָ 	upon altar YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֔יךָ 	100892
Deuteronomy 12:28	662284	בְּעֵינֵ֖י יְהוָ֥ה אֱלֹהֶֽיךָ׃ ס  	in eye YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶֽיךָ׃ ס  	100928
Deuteronomy 12:29	662287	יְהוָ֨ה אֱלֹהֶ֜יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֜יךָ 	100932
Deuteronomy 12:30	662312	לֵֽאלֹהֵיהֶ֜ם 	to god(s)	Cmpl	>LHJM/	אלֹהֵיהֶ֜ם 	100965
Deuteronomy 12:30	662317	אֶת־אֱלֹ֣הֵיהֶ֔ם 	<object marker> god(s)	Objc	>LHJM/	אֱלֹ֣הֵיהֶ֔ם 	100975
Deuteronomy 12:31	662325	לַיהוָ֖ה אֱלֹהֶ֑יךָ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֑יךָ 	100986
Deuteronomy 12:31	662331	לֵאלֹ֣הֵיהֶ֔ם 	to god(s)	Cmpl	>LHJM/	אלֹ֣הֵיהֶ֔ם 	100995
Deuteronomy 12:31	662336	לֵֽאלֹהֵיהֶֽם׃ 	to god(s)	Cmpl	>LHJM/	אלֹהֵיהֶֽם׃ 	101008
Deuteronomy 13:3	662368	אַחֲרֵ֨י אֱלֹהִ֧ים אֲחֵרִ֛ים 	after god(s) other	Cmpl	>LHJM/	אֱלֹהִ֧ים 	101056
Deuteronomy 13:4	662379	יְהוָ֤ה אֱלֹֽהֵיכֶם֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹֽהֵיכֶם֙ 	101081
Deuteronomy 13:4	662385	אֶת־יְהוָ֣ה אֱלֹהֵיכֶ֔ם 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֵיכֶ֔ם 	101090
Deuteronomy 13:5	662387	אַחֲרֵ֨י יְהוָ֧ה אֱלֹהֵיכֶ֛ם 	after YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֵיכֶ֛ם 	101100
Deuteronomy 13:6	662410	עַל־יְהוָ֨ה אֱלֹֽהֵיכֶ֜ם 	upon YHWH god(s)	Cmpl	>LHJM/	אֱלֹֽהֵיכֶ֜ם 	101136
Deuteronomy 13:6	662423	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	101157
Deuteronomy 13:7	662440	אֱלֹהִ֣ים אֲחֵרִ֔ים 	god(s) other	Objc	>LHJM/	אֱלֹהִ֣ים 	101192
Deuteronomy 13:8	662445	מֵאֱלֹהֵ֣י הָֽעַמִּ֗ים 	from god(s) the people	Adju	>LHJM/	אֱלֹהֵ֣י 	101201
Deuteronomy 13:11	662494	מֵעַל֙ יְהוָ֣ה אֱלֹהֶ֔יךָ 	from upon YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֔יךָ 	101274
Deuteronomy 13:13	662513	יְהוָ֨ה אֱלֹהֶ֜יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֜יךָ 	101310
Deuteronomy 13:14	662529	אֱלֹהִ֥ים אֲחֵרִ֖ים 	god(s) other	Objc	>LHJM/	אֱלֹהִ֥ים 	101334
Deuteronomy 13:17	662566	לַיהוָ֖ה אֱלֹהֶ֑יךָ 	to YHWH god(s)	Adju	>LHJM/	אֱלֹהֶ֑יךָ 	101406
Deuteronomy 13:19	662595	בְּקֹול֙ יְהוָ֣ה אֱלֹהֶ֔יךָ 	in sound YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֔יךָ 	101447
Deuteronomy 13:19	662605	בְּעֵינֵ֖י יְהוָ֥ה אֱלֹהֶֽיךָ׃ ס  	in eye YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶֽיךָ׃ ס  	101465
Deuteronomy 14:1	662608	לַֽיהוָ֖ה אֱלֹהֵיכֶ֑ם 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֵיכֶ֑ם 	101470
Deuteronomy 14:2	662620	לַיהוָ֖ה אֱלֹהֶ֑יךָ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֑יךָ 	101487
Deuteronomy 14:21	662748	לַיהוָ֖ה אֱלֹהֶ֑יךָ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֑יךָ 	101769
Deuteronomy 14:23	662762	לִפְנֵ֣י ׀ יְהוָ֣ה אֱלֹהֶ֗יךָ 	to face YHWH god(s)	Adju	>LHJM/	אֱלֹהֶ֗יךָ 	101793
Deuteronomy 14:23	662773	אֶת־יְהוָ֥ה אֱלֹהֶ֖יךָ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֶ֖יךָ 	101819
Deuteronomy 14:24	662790	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	101841
Deuteronomy 14:24	662796	יְהוָ֥ה אֱלֹהֶֽיךָ׃ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶֽיךָ׃ 	101849
Deuteronomy 14:25	662809	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	101869
Deuteronomy 14:26	662825	לִפְנֵי֙ יְהוָ֣ה אֱלֹהֶ֔יךָ 	to face YHWH god(s)	Adju	>LHJM/	אֱלֹהֶ֔יךָ 	101907
Deuteronomy 14:29	662862	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	101976
Deuteronomy 15:4	662906	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	102042
Deuteronomy 15:5	662915	בְּקֹ֖ול יְהוָ֣ה אֱלֹהֶ֑יךָ 	in sound YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֑יךָ 	102055
Deuteronomy 15:6	662924	יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֨יךָ֙ 	102073
Deuteronomy 15:7	662949	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	102110
Deuteronomy 15:10	663009	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	102196
Deuteronomy 15:14	663051	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	102278
Deuteronomy 15:15	663062	יְהוָ֣ה אֱלֹהֶ֑יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֑יךָ 	102292
Deuteronomy 15:18	663111	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	102366
Deuteronomy 15:19	663121	לַיהוָ֣ה אֱלֹהֶ֑יךָ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֑יךָ 	102386
Deuteronomy 15:20	663129	לִפְנֵי֩ יְהוָ֨ה אֱלֹהֶ֤יךָ 	to face YHWH god(s)	Loca	>LHJM/	אֱלֹהֶ֤יךָ 	102400
Deuteronomy 15:21	663144	לַיהוָ֖ה אֱלֹהֶֽיךָ׃ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶֽיךָ׃ 	102429
Deuteronomy 16:1	663161	לַיהוָ֖ה אֱלֹהֶ֑יךָ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֑יךָ 	102468
Deuteronomy 16:1	663165	יְהוָ֧ה אֱלֹהֶ֛יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֛יךָ 	102476
Deuteronomy 16:2	663171	לַיהוָ֥ה אֱלֹהֶ֖יךָ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֖יךָ 	102485
Deuteronomy 16:5	663219	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	102569
Deuteronomy 16:6	663226	יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֨יךָ֙ 	102580
Deuteronomy 16:7	663245	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	102610
Deuteronomy 16:8	663258	עֲצֶ֨רֶת֙ לַיהוָ֣ה אֱלֹהֶ֔יךָ 	assembly to YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	102634
Deuteronomy 16:10	663273	לַיהוָ֣ה אֱלֹהֶ֔יךָ 	to YHWH god(s)	Adju	>LHJM/	אֱלֹהֶ֔יךָ 	102659
Deuteronomy 16:10	663279	יְהוָ֥ה אֱלֹהֶֽיךָ׃ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶֽיךָ׃ 	102669
Deuteronomy 16:11	663282	לִפְנֵ֣י ׀ יְהוָ֣ה אֱלֹהֶ֗יךָ 	to face YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֗יךָ 	102675
Deuteronomy 16:11	663291	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	102709
Deuteronomy 16:15	663320	לַיהוָ֣ה אֱלֹהֶ֔יךָ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֔יךָ 	102777
Deuteronomy 16:15	663327	יְהוָ֣ה אֱלֹהֶ֗יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֗יךָ 	102787
Deuteronomy 16:16	663336	אֶת־פְּנֵ֣י ׀ יְהוָ֣ה אֱלֹהֶ֗יךָ 	<object marker> face YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֗יךָ 	102811
Deuteronomy 16:17	663347	כְּמַתְּנַ֣ת יָדֹ֑ו כְּבִרְכַּ֛ת יְהוָ֥ה אֱלֹהֶ֖יךָ 	as present hand as blessing YHWH god(s)	Adju	>LHJM/	אֱלֹהֶ֖יךָ 	102845
Deuteronomy 16:18	663356	יְהוָ֧ה אֱלֹהֶ֛יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֛יךָ 	102859
Deuteronomy 16:20	663389	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	102903
Deuteronomy 16:21	663396	אֵ֗צֶל מִזְבַּ֛ח יְהוָ֥ה אֱלֹהֶ֖יךָ 	side altar YHWH god(s)	Loca	>LHJM/	אֱלֹהֶ֖יךָ 	102915
Deuteronomy 16:22	663407	יְהוָ֥ה אֱלֹהֶֽיךָ׃ ס  	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶֽיךָ׃ ס  	102927
Deuteronomy 17:1	663410	לַיהוָ֨ה אֱלֹהֶ֜יךָ 	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֜יךָ 	102932
Deuteronomy 17:1	663417	תֹועֲבַ֛ת יְהוָ֥ה אֱלֹהֶ֖יךָ 	abomination YHWH god(s)	PreC	>LHJM/	אֱלֹהֶ֖יךָ 	102946
Deuteronomy 17:2	663423	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	102957
Deuteronomy 17:2	663431	בְּעֵינֵ֥י יְהוָֽה־אֱלֹהֶ֖יךָ 	in eye YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֖יךָ 	102971
Deuteronomy 17:3	663438	אֱלֹהִ֣ים אֲחֵרִ֔ים 	god(s) other	Objc	>LHJM/	אֱלֹהִ֣ים 	102979
Deuteronomy 17:8	663506	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	103134
Deuteronomy 17:12	663561	אֶת־יְהוָ֣ה אֱלֹהֶ֔יךָ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֶ֔יךָ 	103233
Deuteronomy 17:14	663582	יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֨יךָ֙ 	103268
Deuteronomy 17:15	663604	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	103294
Deuteronomy 17:19	663675	אֶת־יְהוָ֣ה אֱלֹהָ֔יו 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהָ֔יו 	103399
Deuteronomy 18:5	663728	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	103526
Deuteronomy 18:7	663752	בְּשֵׁ֖ם יְהוָ֣ה אֱלֹהָ֑יו 	in name YHWH god(s)	Cmpl	>LHJM/	אֱלֹהָ֑יו 	103575
Deuteronomy 18:9	663766	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	103605
Deuteronomy 18:12	663798	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	103662
Deuteronomy 18:13	663804	עִ֖ם יְהוָ֥ה אֱלֹהֶֽיךָ׃ ס  	with YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶֽיךָ׃ ס  	103671
Deuteronomy 18:14	663819	יְהוָ֥ה אֱלֹהֶֽיךָ׃ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶֽיךָ׃ 	103694
Deuteronomy 18:15	663824	יְהוָ֣ה אֱלֹהֶ֑יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֑יךָ 	103704
Deuteronomy 18:16	663830	מֵעִ֨ם יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	from with YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֶ֨יךָ֙ 	103714
Deuteronomy 18:16	663837	אֶת־קֹול֙ יְהוָ֣ה אֱלֹהָ֔י 	<object marker> sound YHWH god(s)	Objc	>LHJM/	אֱלֹהָ֔י 	103730
Deuteronomy 18:20	663893	בְּשֵׁ֖ם אֱלֹהִ֣ים אֲחֵרִ֑ים 	in name god(s) other	Cmpl	>LHJM/	אֱלֹהִ֣ים 	103809
Deuteronomy 19:1	663933	יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֨יךָ֙ 	103864
Deuteronomy 19:1	663936	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	103870
Deuteronomy 19:2	663950	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	103893
Deuteronomy 19:3	663962	יְהוָ֣ה אֱלֹהֶ֑יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֑יךָ 	103910
Deuteronomy 19:8	664047	יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֨יךָ֙ 	104034
Deuteronomy 19:9	664069	אֶת־יְהוָ֧ה אֱלֹהֶ֛יךָ 	<object marker> YHWH god(s)	Objc	>LHJM/	אֱלֹהֶ֛יךָ 	104074
Deuteronomy 19:10	664086	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	104104
Deuteronomy 19:14	664149	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	104187
Deuteronomy 20:1	664242	יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֨יךָ֙ 	104348
Deuteronomy 20:4	664278	יְהוָ֣ה אֱלֹֽהֵיכֶ֔ם 	YHWH god(s)	Subj	>LHJM/	אֱלֹֽהֵיכֶ֔ם 	104400
Deuteronomy 20:13	664418	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	104594
Deuteronomy 20:14	664435	יְהוָ֥ה אֱלֹהֶ֖יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֖יךָ 	104633
Deuteronomy 20:16	664450	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	104663
Deuteronomy 20:17	664462	יְהוָ֥ה אֱלֹהֶֽיךָ׃ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶֽיךָ׃ 	104693
Deuteronomy 20:18	664471	לֵֽאלֹהֵיהֶ֑ם 	to god(s)	Cmpl	>LHJM/	אלֹהֵיהֶ֑ם 	104707
Deuteronomy 20:18	664474	לַיהוָ֥ה אֱלֹהֵיכֶֽם׃ ס  	to YHWH god(s)	Cmpl	>LHJM/	אֱלֹהֵיכֶֽם׃ ס  	104712
Deuteronomy 21:1	664527	יְהוָ֨ה אֱלֹהֶ֜יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֜יךָ 	104786
Deuteronomy 21:5	664586	יְהוָ֤ה אֱלֹהֶ֨יךָ֙ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֨יךָ֙ 	104879
Deuteronomy 21:10	664647	יְהוָ֧ה אֱלֹהֶ֛יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֛יךָ 	104983
Deuteronomy 21:23	664823	קִלְלַ֥ת אֱלֹהִ֖ים 	curse god(s)	PreC	>LHJM/	אֱלֹהִ֖ים 	105266
Deuteronomy 21:23	664830	יְהוָ֣ה אֱלֹהֶ֔יךָ 	YHWH god(s)	Subj	>LHJM/	אֱלֹהֶ֔יךָ 	105275
