passage	phrase_node	phrase_text	phrase_gloss	phrase_function	lexeme	occ_text	occ_node
Deuteronomy 16:10	663279	JHWH >LHJK00 	YHWH god(s)	Subj	>LHJM/	>LHJK00 	102669
Deuteronomy 16:11	663282	LPNJ JHWH >LHJK 	to face YHWH god(s)	Cmpl	>LHJM/	>LHJK 	102675
Deuteronomy 16:11	663291	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	102709
Deuteronomy 16:15	663320	LJHWH >LHJK 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK 	102777
Deuteronomy 16:15	663327	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	102787
Deuteronomy 16:16	663336	>T&PNJ JHWH >LHJK 	<object marker> face YHWH god(s)	Cmpl	>LHJM/	>LHJK 	102811
Deuteronomy 16:17	663347	KMTNT JDW KBRKT JHWH >LHJK 	as present hand as blessing YHWH god(s)	Adju	>LHJM/	>LHJK 	102845
Deuteronomy 16:18	663356	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	102859
Deuteronomy 16:20	663389	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	102903
Deuteronomy 16:21	663396	>YL MZBX JHWH >LHJK 	side altar YHWH god(s)	Loca	>LHJM/	>LHJK 	102915
Deuteronomy 16:22	663407	JHWH >LHJK00 	YHWH god(s)	Subj	>LHJM/	>LHJK00 	102927
Deuteronomy 17:1	663410	LJHWH >LHJK 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK 	102932
Deuteronomy 17:1	663417	TW<BT JHWH >LHJK 	abomination YHWH god(s)	PreC	>LHJM/	>LHJK 	102946
Deuteronomy 17:2	663423	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	102957
Deuteronomy 17:2	663431	B<JNJ JHWH&>LHJK 	in eye YHWH god(s)	Cmpl	>LHJM/	>LHJK 	102971
Deuteronomy 17:3	663438	>LHJM >XRJM 	god(s) other	Objc	>LHJM/	>LHJM 	102979
Deuteronomy 17:8	663506	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103134
Deuteronomy 17:12	663561	>T&JHWH >LHJK 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJK 	103233
Deuteronomy 17:14	663582	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103268
Deuteronomy 17:15	663604	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103294
Deuteronomy 17:19	663675	>T&JHWH >LHJW 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJW 	103399
Deuteronomy 18:5	663728	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103526
Deuteronomy 18:7	663752	B#M JHWH >LHJW 	in name YHWH god(s)	Cmpl	>LHJM/	>LHJW 	103575
Deuteronomy 18:9	663766	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103605
Deuteronomy 18:12	663798	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103662
Deuteronomy 18:13	663804	<M JHWH >LHJK00 	with YHWH god(s)	Cmpl	>LHJM/	>LHJK00 	103671
Deuteronomy 18:14	663819	JHWH >LHJK00 	YHWH god(s)	Subj	>LHJM/	>LHJK00 	103694
Deuteronomy 18:15	663824	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103704
Deuteronomy 18:16	663830	M<M JHWH >LHJK 	from with YHWH god(s)	Cmpl	>LHJM/	>LHJK 	103714
Deuteronomy 18:16	663837	>T&QWL JHWH >LHJ 	<object marker> sound YHWH god(s)	Objc	>LHJM/	>LHJ 	103730
Deuteronomy 18:20	663893	B#M >LHJM >XRJM 	in name god(s) other	Cmpl	>LHJM/	>LHJM 	103809
Deuteronomy 19:1	663933	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103864
Deuteronomy 19:1	663936	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103870
Deuteronomy 19:2	663950	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103893
Deuteronomy 19:3	663962	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	103910
Deuteronomy 19:8	664047	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104034
Deuteronomy 19:9	664069	>T&JHWH >LHJK 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJK 	104074
Deuteronomy 19:10	664086	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104104
Deuteronomy 19:14	664149	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104187
Deuteronomy 20:1	664242	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104348
Deuteronomy 20:4	664278	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	104400
Deuteronomy 20:13	664418	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104594
Deuteronomy 20:14	664435	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104633
Deuteronomy 20:16	664450	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104663
Deuteronomy 20:17	664462	JHWH >LHJK00 	YHWH god(s)	Subj	>LHJM/	>LHJK00 	104693
Deuteronomy 20:18	664471	L>LHJHM 	to god(s)	Cmpl	>LHJM/	>LHJHM 	104707
Deuteronomy 20:18	664474	LJHWH >LHJKM00 	to YHWH god(s)	Cmpl	>LHJM/	>LHJKM00 	104712
Deuteronomy 21:1	664527	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104786
Deuteronomy 21:5	664586	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104879
Deuteronomy 21:10	664647	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	104983
Deuteronomy 21:23	664823	QLLT >LHJM 	curse god(s)	PreC	>LHJM/	>LHJM 	105266
Deuteronomy 21:23	664830	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	105275
Deuteronomy 22:5	664906	TW<BT JHWH >LHJK 	abomination YHWH god(s)	PreC	>LHJM/	>LHJK 	105377
Deuteronomy 23:6	665276	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	105980
Deuteronomy 23:6	665281	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	105988
Deuteronomy 23:6	665287	JHWH >LHJK00 	YHWH god(s)	Subj	>LHJM/	>LHJK00 	105998
Deuteronomy 23:15	665373	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	106123
Deuteronomy 23:19	665422	BJT JHWH >LHJK 	house YHWH god(s)	Cmpl	>LHJM/	>LHJK 	106201
Deuteronomy 23:19	665425	TW<BT JHWH >LHJK 	abomination YHWH god(s)	PreC	>LHJM/	>LHJK 	106208
Deuteronomy 23:21	665441	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	106236
Deuteronomy 23:22	665452	LJHWH >LHJK 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK 	106255
Deuteronomy 23:22	665459	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	106264
Deuteronomy 23:24	665479	LJHWH >LHJK 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK 	106290
Deuteronomy 24:4	665584	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	106436
Deuteronomy 24:9	665652	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	106536
Deuteronomy 24:13	665700	LPNJ JHWH >LHJK00 	to face YHWH god(s)	Adju	>LHJM/	>LHJK00 	106609
Deuteronomy 24:18	665758	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	106690
Deuteronomy 24:19	665780	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	106733
Deuteronomy 25:15	665998	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107070
Deuteronomy 25:16	666002	TW<BT JHWH >LHJK 	abomination YHWH god(s)	PreC	>LHJM/	>LHJK 	107076
Deuteronomy 25:18	666028	>LHJM00 	god(s)	Objc	>LHJM/	>LHJM00 	107116
Deuteronomy 25:19	666032	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107122
Deuteronomy 25:19	666037	JHWH&>LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107134
Deuteronomy 26:1	666053	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107159
Deuteronomy 26:2	666069	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107182
Deuteronomy 26:2	666080	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107198
Deuteronomy 26:3	666095	LJHWH >LHJK 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK 	107223
Deuteronomy 26:4	666112	LPNJ MZBX JHWH >LHJK00 	to face altar YHWH god(s)	Cmpl	>LHJM/	>LHJK00 	107251
Deuteronomy 26:5	666117	LPNJ JHWH >LHJK 	to face YHWH god(s)	Cmpl	>LHJM/	>LHJK 	107259
Deuteronomy 26:7	666143	>L&JHWH >LHJ >BTJNW 	to YHWH god(s) father	Cmpl	>LHJM/	>LHJ 	107297
Deuteronomy 26:10	666174	LPNJ JHWH >LHJK 	to face YHWH god(s)	Cmpl	>LHJM/	>LHJK 	107374
Deuteronomy 26:10	666177	LPNJ JHWH >LHJK00 	to face YHWH god(s)	Cmpl	>LHJM/	>LHJK00 	107380
Deuteronomy 26:11	666184	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107391
Deuteronomy 26:13	666203	LPNJ JHWH >LHJK 	to face YHWH god(s)	Adju	>LHJM/	>LHJK 	107447
Deuteronomy 26:14	666235	BQWL JHWH >LHJ 	in sound YHWH god(s)	Cmpl	>LHJM/	>LHJ 	107504
Deuteronomy 26:16	666252	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107545
Deuteronomy 26:17	666267	L>LHJM 	to god(s)	PreC	>LHJM/	>LHJM 	107579
Deuteronomy 26:19	666299	LJHWH >LHJK 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK 	107643
Deuteronomy 27:2	666322	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107684
Deuteronomy 27:3	666342	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	107718
Deuteronomy 27:3	666347	JHWH >LHJ&>BTJK 	YHWH god(s) father	Subj	>LHJM/	>LHJ&	107730
Deuteronomy 27:5	666369	LJHWH >LHJK 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK 	107767
Deuteronomy 27:6	666377	>T&MZBX JHWH >LHJK 	<object marker> altar YHWH god(s)	Objc	>LHJM/	>LHJK 	107780
Deuteronomy 27:6	666382	LJHWH >LHJK00 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK00 	107787
Deuteronomy 27:7	666391	LPNJ JHWH >LHJK00 	to face YHWH god(s)	Adju	>LHJM/	>LHJK00 	107799
Deuteronomy 27:9	666410	LJHWH >LHJK00 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK00 	107840
Deuteronomy 27:10	666413	BQWL JHWH >LHJK 	in sound YHWH god(s)	Cmpl	>LHJM/	>LHJK 	107846
Deuteronomy 28:1	666555	BQWL JHWH >LHJK 	in sound YHWH god(s)	Cmpl	>LHJM/	>LHJK 	108104
Deuteronomy 28:1	666565	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	108120
Deuteronomy 28:2	666575	BQWL JHWH >LHJK00 	in sound YHWH god(s)	Cmpl	>LHJM/	>LHJK00 	108142
Deuteronomy 28:8	666617	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	108223
Deuteronomy 28:9	666629	>T&MYWT JHWH >LHJK 	<object marker> commandment YHWH god(s)	Objc	>LHJM/	>LHJK 	108241
Deuteronomy 28:13	666689	>L&MYWT JHWH >LHJK 	to commandment YHWH god(s)	Cmpl	>LHJM/	>LHJK 	108342
Deuteronomy 28:14	666708	>XRJ >LHJM >XRJM 	after god(s) other	Cmpl	>LHJM/	>LHJM 	108372
Deuteronomy 28:15	666715	BQWL JHWH >LHJK 	in sound YHWH god(s)	Cmpl	>LHJM/	>LHJK 	108384
Deuteronomy 28:36	666941	>LHJM >XRJM <Y W>BN00 	god(s) other tree and stone	Objc	>LHJM/	>LHJM 	108797
Deuteronomy 28:45	667031	BQWL JHWH >LHJK 	in sound YHWH god(s)	Cmpl	>LHJM/	>LHJK 	108929
Deuteronomy 28:47	667046	>T&JHWH >LHJK 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJK 	108956
Deuteronomy 28:52	667114	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	109086
Deuteronomy 28:53	667122	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	109100
Deuteronomy 28:58	667195	>T&H#M HNKBD WHNWR> HZH >T JHWH >LHJK00 	<object marker> the name the be heavy and the fear the this <object marker> YHWH god(s)	Objc	>LHJM/	>LHJK00 	109256
Deuteronomy 28:62	667228	BQWL JHWH >LHJK00 	in sound YHWH god(s)	Cmpl	>LHJM/	>LHJK00 	109329
Deuteronomy 28:64	667264	>LHJM >XRJM 	god(s) other	Objc	>LHJM/	>LHJM 	109386
Deuteronomy 29:5	667404	JHWH >LHJKM00 	YHWH god(s)	PreC	>LHJM/	>LHJKM00 	109627
Deuteronomy 29:9	667436	LPNJ JHWH >LHJKM 	to face YHWH god(s)	Cmpl	>LHJM/	>LHJKM 	109698
Deuteronomy 29:11	667442	BBRJT JHWH >LHJK WB>LTW 	in covenant YHWH god(s) and in curse	Cmpl	>LHJM/	>LHJK 	109726
Deuteronomy 29:11	667444	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	109732
Deuteronomy 29:12	667457	L>LHJM 	to god(s)	PreC	>LHJM/	>LHJM 	109750
Deuteronomy 29:14	667478	LPNJ JHWH >LHJNW 	to face YHWH god(s)	Cmpl	>LHJM/	>LHJNW 	109798
Deuteronomy 29:17	667510	M<M JHWH >LHJNW 	from with YHWH god(s)	Cmpl	>LHJM/	>LHJNW 	109859
Deuteronomy 29:17	667513	>T&>LHJ HGWJM HHM 	<object marker> god(s) the people the they	Objc	>LHJM/	>LHJ 	109865
Deuteronomy 29:24	667616	>T&BRJT JHWH >LHJ >BTM 	<object marker> covenant YHWH god(s) father	Objc	>LHJM/	>LHJ 	110068
Deuteronomy 29:25	667627	>LHJM >XRJM >LHJM 	god(s) other god(s)	Objc	>LHJM/	>LHJM 	110083
Deuteronomy 29:25	667627	>LHJM >XRJM >LHJM 	god(s) other god(s)	Objc	>LHJM/	>LHJM 	110088
Deuteronomy 29:28	667658	LJHWH >LHJNW 	to YHWH god(s)	PreC	>LHJM/	>LHJNW 	110148
Deuteronomy 30:1	667680	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110197
Deuteronomy 30:2	667684	<D&JHWH >LHJK 	unto YHWH god(s)	Cmpl	>LHJM/	>LHJK 	110203
Deuteronomy 30:3	667697	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110228
Deuteronomy 30:3	667708	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110244
Deuteronomy 30:4	667716	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110257
Deuteronomy 30:5	667722	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110265
Deuteronomy 30:6	667736	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110283
Deuteronomy 30:6	667739	>T&JHWH >LHJK 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJK 	110294
Deuteronomy 30:7	667744	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110307
Deuteronomy 30:9	667764	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110342
Deuteronomy 30:10	667778	BQWL JHWH >LHJK 	in sound YHWH god(s)	Cmpl	>LHJM/	>LHJK 	110378
Deuteronomy 30:10	667786	>L&JHWH >LHJK 	to YHWH god(s)	Cmpl	>LHJM/	>LHJK 	110396
Deuteronomy 30:16	667852	>T&JHWH >LHJK 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJK 	110510
Deuteronomy 30:16	667864	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	110530
Deuteronomy 30:17	667882	L>LHJM >XRJM 	to god(s) other	Cmpl	>LHJM/	>LHJM 	110552
Deuteronomy 30:20	667917	>T&JHWH >LHJK 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJK 	110618
Deuteronomy 31:3	667960	JHWH >LHJK 	YHWH god(s)	Frnt	>LHJM/	>LHJK 	110697
Deuteronomy 31:6	668008	JHWH >LHJK 	YHWH god(s)	Frnt	>LHJM/	>LHJK 	110771
Deuteronomy 31:11	668084	>T&PNJ JHWH >LHJK 	<object marker> face YHWH god(s)	Objc	>LHJM/	>LHJK 	110893
Deuteronomy 31:12	668103	>T&JHWH >LHJKM 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJKM 	110936
Deuteronomy 31:13	668117	>T&JHWH >LHJKM 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJKM 	110960
Deuteronomy 31:16	668171	>XRJ >LHJ NKR&H>RY 	after god(s) foreigner the earth	Cmpl	>LHJM/	>LHJ 	111045
Deuteronomy 31:17	668209	>LHJ 	god(s)	Subj	>LHJM/	>LHJ 	111101
Deuteronomy 31:18	668224	>L&>LHJM >XRJM00 	to god(s) other	Cmpl	>LHJM/	>LHJM 	111128
Deuteronomy 31:20	668255	>L&>LHJM >XRJM 	to god(s) other	Cmpl	>LHJM/	>LHJM 	111181
Deuteronomy 31:26	668336	MYD >RWN BRJT&JHWH >LHJKM 	from side ark covenant YHWH god(s)	Cmpl	>LHJM/	>LHJKM 	111322
Deuteronomy 32:3	668423	L>LHJNW00 	to god(s)	Cmpl	>LHJM/	>LHJNW00 	111472
Deuteronomy 32:17	668544	>LHJM XD#JM 	god(s) new	PreC	>LHJM/	>LHJM 	111661
Deuteronomy 32:37	668732	>LHJMW 	god(s)	Subj	>LHJM/	>LHJMW 	111910
Deuteronomy 32:39	668755	>LHJM 	god(s)	Subj	>LHJM/	>LHJM 	111935
Deuteronomy 33:1	668928	M#H >J# H>LHJM 	Moses man the god(s)	Subj	>LHJM/	>LHJM 	112226
Deuteronomy 33:27	669192	>LHJ QDM 	god(s) front	Subj	>LHJM/	>LHJ 	112619
Joshua 1:9	669458	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	113126
Joshua 1:11	669485	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	113176
Joshua 1:13	669501	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	113212
Joshua 1:15	669534	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	113269
Joshua 1:17	669570	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	113321
Joshua 2:11	669759	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	113607
Joshua 2:11	669761	>LHJM 	god(s)	PreC	>LHJM/	>LHJM 	113609
Joshua 3:3	669991	>T >RWN BRJT&JHWH >LHJKM WHKHNJM HLWJM 	<object marker> ark covenant YHWH god(s) and the priest the Levite	Objc	>LHJM/	>LHJKM 	113985
Joshua 3:9	670080	>T&DBRJ JHWH >LHJKM00 	<object marker> word YHWH god(s)	Objc	>LHJM/	>LHJKM00 	114140
Joshua 4:5	670230	LPNJ >RWN JHWH >LHJKM 	to face ark YHWH god(s)	Adju	>LHJM/	>LHJKM 	114477
Joshua 4:23	670430	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	114885
Joshua 4:23	670436	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	114898
Joshua 4:24	670450	>T&JHWH >LHJKM 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJKM 	114924
Joshua 7:13	671283	JHWH >LHJ J#R>L 	YHWH god(s) Israel	Subj	>LHJM/	>LHJ 	116404
Joshua 7:19	671377	LJHWH >LHJ J#R>L 	to YHWH god(s) Israel	Cmpl	>LHJM/	>LHJ 	116558
Joshua 7:20	671400	LJHWH >LHJ J#R>L 	to YHWH god(s) Israel	Cmpl	>LHJM/	>LHJ 	116585
Joshua 8:7	671592	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	116965
Joshua 8:30	671924	LJHWH >LHJ J#R>L 	to YHWH god(s) Israel	Cmpl	>LHJM/	>LHJ 	117568
Joshua 9:9	672083	L#M JHWH >LHJK 	to name YHWH god(s)	Adju	>LHJM/	>LHJK 	117916
Joshua 9:18	672210	BJHWH >LHJ J#R>L 	in YHWH god(s) Israel	Cmpl	>LHJM/	>LHJ 	118115
Joshua 9:19	672222	BJHWH >LHJ J#R>L 	in YHWH god(s) Israel	Cmpl	>LHJM/	>LHJ 	118139
Joshua 9:23	672285	<BD WXVBJ <YJM W#>BJ&MJM LBJT >LHJ00 	servant and gather wood tree and draw water water to house god(s)	Subj	>LHJM/	>LHJ00 	118228
Joshua 9:24	672297	JHWH >LHJK 	YHWH god(s)	Subj	>LHJM/	>LHJK 	118244
Joshua 10:19	672591	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	118789
Joshua 10:40	672913	JHWH >LHJ J#R>L00 	YHWH god(s) Israel	Subj	>LHJM/	>LHJ 	119369
Joshua 10:42	672926	JHWH >LHJ J#R>L 	YHWH god(s) Israel	Subj	>LHJM/	>LHJ 	119403
Joshua 13:14	673397	>#J JHWH >LHJ J#R>L 	fire offering YHWH god(s) Israel	Frnt	>LHJM/	>LHJ 	120648
Joshua 13:33	673504	JHWH >LHJ J#R>L 	YHWH god(s) Israel	Frnt	>LHJM/	>LHJ 	120979
Joshua 14:6	673579	>L&M#H >J#&H>LHJM 	to Moses man the god(s)	Cmpl	>LHJM/	>LHJM 	121132
Joshua 14:8	673606	>XRJ JHWH >LHJ00 	after YHWH god(s)	Cmpl	>LHJM/	>LHJ00 	121180
Joshua 14:9	673627	>XRJ JHWH >LHJ00 	after YHWH god(s)	Cmpl	>LHJM/	>LHJ00 	121212
Joshua 14:14	673712	>XRJ JHWH >LHJ J#R>L00 	after YHWH god(s) Israel	Cmpl	>LHJM/	>LHJ 	121358
Joshua 18:3	674402	JHWH >LHJ >BWTJKM00 	YHWH god(s) father	Subj	>LHJM/	>LHJ 	122891
Joshua 18:6	674446	PH LPNJ JHWH >LHJNW00 	here to face YHWH god(s)	Loca	>LHJM/	>LHJNW00 	122958
Joshua 22:3	675332	>T&M#MRT MYWT JHWH >LHJKM00 	<object marker> guard-post commandment YHWH god(s)	Objc	>LHJM/	>LHJKM00 	125278
Joshua 22:4	675336	JHWH >LHJKM 	YHWH god(s)	Subj	>LHJM/	>LHJKM 	125283
Joshua 22:5	675364	>T&JHWH >LHJKM 	<object marker> YHWH god(s)	Objc	>LHJM/	>LHJKM 	125333
Joshua 22:16	675490	B>LHJ J#R>L 	in god(s) Israel	Cmpl	>LHJM/	>LHJ 	125645
Joshua 22:19	675553	MBL<DJ MZBX JHWH >LHJNW00 	from without altar YHWH god(s)	Adju	>LHJM/	>LHJNW00 	125747
