clnode,chapter,verse,subj_n,subj,obj_n,obj,obj_n2,obj2,cmpl_n,cmpl,cmpl_n2,cmpl2
489735,18,3,790349,JHWH,_,_,_,_,_,_,_,_
489736,18,3,790351,>LJ,_,_,_,_,_,_,_,_
489737,18,3,_,_,_,_,_,_,790354,BW,_,_
489739,18,4,_,_,790358,JHWH,_,_,_,_,_,_
489740,18,4,_,_,_,_,_,_,790360,MN_>JBJ,_,_
489741,18,5,790363,XBLJ_MWT,_,_,_,_,_,_,_,_
489742,18,5,790365,NXLJ_BLJ<L,_,_,_,_,_,_,_,_
489743,18,6,790367,XBLJ_C>WL,_,_,_,_,_,_,_,_
489744,18,6,790370,MWQCJ_MWT,_,_,_,_,_,_,_,_
489745,18,7,_,_,790373,JHWH,_,_,_,_,_,_
489746,18,7,_,_,_,_,_,_,790375,>L_>LHJ,_,_
489747,18,7,_,_,790379,QWLJ,_,_,_,_,_,_
489748,18,7,790381,CW<TJ_L_PNJW,_,_,_,_,790383,B_>ZNJW,_,_
489750,18,8,790388,H_>RY,_,_,_,_,_,_,_,_
489751,18,8,790390,MWSDJ_HRJM,_,_,_,_,_,_,_,_
489753,18,8,_,_,_,_,_,_,790396,LW,_,_
489754,18,9,790398,<CN,_,_,_,_,790399,B_>PW,_,_
489755,18,9,790401,>C,_,_,_,_,_,_,_,_
489756,18,9,790404,GXLJM,_,_,_,_,790406,MMNW,_,_
489757,18,10,_,_,790409,CMJM,_,_,_,_,_,_
489759,18,10,790413,<RPL,_,_,_,_,_,_,_,_
489760,18,11,_,_,_,_,_,_,790417,<L_KRWB,_,_
489762,18,11,_,_,_,_,_,_,790422,<L_KNPJ_RWX,_,_
489763,18,12,_,_,790424,XCK,790425,STRW,_,_,_,_
489764,18,12,_,_,790427,SKTW,790428,XCKT_MJM_<BJ_CXQJM,_,_,_,_
489765,18,13,790430,<BJW,_,_,_,_,790429,M_NGH_NGDW,_,_
489766,18,13,790432,BRD_W_GXLJ_>C,_,_,_,_,_,_,_,_
489767,18,14,790436,JHWH,_,_,_,_,_,_,_,_
489768,18,14,790438,<LJWN,790440,QLW,_,_,_,_,_,_
489769,18,14,_,_,790441,BRD_W_GXLJ_>C,_,_,_,_,_,_
489770,18,15,_,_,790444,XYJW,_,_,_,_,_,_
489772,18,15,_,_,790448,BRQJM,_,_,_,_,_,_
489774,18,16,790454,>PJQJ_MJM,_,_,_,_,_,_,_,_
489775,18,16,790457,MWSDWT_TBL,_,_,_,_,_,_,_,_
489778,18,17,_,_,_,_,_,_,790462,M_MRWM,_,_
489780,18,17,_,_,_,_,_,_,790465,M_MJM_RBJM,_,_
489781,18,18,_,_,_,_,_,_,790467,M_>JBJ_<Z_W_M_FN>J,_,_
489782,18,18,_,_,_,_,_,_,790470,MMNJ,_,_
489784,18,19,790475,JHWH,_,_,_,_,790477,LJ,_,_
489785,18,20,_,_,_,_,_,_,790480,L__MRXB,_,_
489787,18,20,_,_,_,_,_,_,790484,BJ,_,_
489788,18,21,790486,JHWH,_,_,_,_,_,_,_,_
489789,18,21,_,_,_,_,_,_,790490,LJ,_,_
489790,18,22,_,_,790493,DRKJ_JHWH,_,_,_,_,_,_
489791,18,22,_,_,_,_,_,_,790497,M_>LHJ,_,_
489792,18,23,790499,KL_MCPVJW,_,_,_,_,_,_,_,_
489793,18,23,_,_,790502,XQTJW,_,_,790505,MNJ,_,_
489794,18,24,_,_,_,_,_,_,790509,<MW,_,_
489795,18,24,_,_,_,_,_,_,790512,M_<WNJ,_,_
489796,18,25,790515,JHWH,_,_,_,_,790516,LJ,_,_
489798,18,26,_,_,_,_,_,_,790520,<M_XSJD,_,_
489799,18,26,_,_,_,_,_,_,790522,<M_GBR_TMJM,_,_
489800,18,27,_,_,_,_,_,_,790524,<M_NBR,_,_
489801,18,27,_,_,_,_,_,_,790527,<M_<QC,_,_
489802,18,28,790530,>TH,790531,<M_<NJ,_,_,_,_,_,_
489803,18,28,_,_,790534,<JNJM_RMWT,_,_,_,_,_,_
489804,18,29,790537,>TH,790539,NRJ,_,_,_,_,_,_
489805,18,29,790540,JHWH_>LHJ,790542,XCKJ,_,_,_,_,_,_
489806,18,30,_,_,790546,GDWD,_,_,_,_,_,_
489807,18,30,_,_,790550,CWR,_,_,_,_,_,_
489809,18,31,790553,DRKW,_,_,_,_,_,_,_,_
489810,18,31,790554,>MRT_JHWH,_,_,_,_,_,_,_,_
489811,18,31,790557,HW>,_,_,_,_,_,_,_,_
489812,18,31,_,_,_,_,_,_,790561,BW,_,_
489813,18,32,790564,>LWH,_,_,_,_,_,_,_,_
489814,18,32,790568,YWR,_,_,_,_,_,_,_,_
489815,18,33,790570,H_>L,_,_,_,_,_,_,_,_
489816,18,33,_,_,790573,XJL,_,_,_,_,_,_
489817,18,33,_,_,790577,DRKJ,_,_,_,_,_,_
489818,18,34,_,_,790579,RGLJ,_,_,_,_,_,_
489819,18,34,_,_,_,_,_,_,790582,<L_BMTJ,_,_
489820,18,35,_,_,790585,JDJ,_,_,790586,L__MLXMH,_,_
489821,18,35,790590,ZRW<TJ,790589,QCT_NXWCH,_,_,_,_,_,_
489822,18,36,_,_,790594,MGN_JC<K,_,_,790593,LJ,_,_
489823,18,36,790596,JMJNK,_,_,_,_,_,_,_,_
489824,18,36,790599,<NWTK,_,_,_,_,_,_,_,_
489825,18,37,_,_,790602,Y<DJ,_,_,_,_,_,_
489826,18,37,790607,QRSLJ,_,_,_,_,_,_,_,_
489827,18,38,_,_,790609,>WJBJ,_,_,_,_,_,_
489834,18,39,_,_,_,_,_,_,790622,TXT_RGLJ,_,_
489835,18,40,_,_,790625,XJL,_,_,_,_,_,_
489836,18,40,_,_,790628,QMJ,_,_,_,_,_,_
489838,18,41,_,_,790634,<RP,_,_,790633,LJ,_,_
489843,18,42,_,_,_,_,_,_,790642,<L_JHWH,_,_
489847,18,44,_,_,_,_,_,_,790652,M_RJBJ_<M,_,_
489848,18,44,_,_,_,_,_,_,790654,L_R>C_GWJM,_,_
489849,18,44,790655,<M,_,_,_,_,_,_,_,_
489851,18,45,_,_,_,_,_,_,790661,LJ,_,_
489852,18,45,790662,BNJ_NKR,_,_,_,_,790664,LJ,_,_
489853,18,46,790665,BNJ_NKR,_,_,_,_,_,_,_,_
489854,18,46,_,_,_,_,_,_,790669,M_MSGRWTJHM,_,_
489855,18,47,790671,JHWH,_,_,_,_,_,_,_,_
489856,18,47,790674,YWRJ,_,_,_,_,_,_,_,_
489857,18,47,790677,>LWHJ_JC<J,_,_,_,_,_,_,_,_
489858,18,48,790678,H_>L,_,_,_,_,_,_,_,_
489859,18,48,_,_,790681,NQMWT,_,_,790682,LJ,_,_
489860,18,48,_,_,790685,<MJM,_,_,_,_,_,_
489861,18,49,_,_,_,_,_,_,790688,M_>JBJ,_,_
489862,18,49,_,_,_,_,_,_,790689,>P_MN_QMJ,_,_
489863,18,49,_,_,_,_,_,_,790691,M_>JC_XMS,_,_
489866,18,50,_,_,_,_,_,_,790698,L_CMK,_,_
489867,18,51,_,_,790701,JCW<WT_MLKW,_,_,_,_,_,_
489868,18,51,_,_,790704,XSD,_,_,790705,L_MCJXW_L_DWD_W_L_ZR<W,_,_
489871,19,2,790709,H_CMJM,790711,KBWD_>L,_,_,_,_,_,_
489872,19,2,790715,H_RQJ<,790713,M<FH_JDJW,_,_,_,_,_,_
489873,19,3,790716,JWM,790719,>MR,_,_,_,_,_,_
489874,19,3,790721,LJLH,790724,D<T,_,_,_,_,_,_
489877,19,4,790732,QWLM,_,_,_,_,_,_,_,_
489878,19,5,790735,QWM,_,_,_,_,790733,B_KL_H_>RY,_,_
489879,19,5,790738,MLJHM,_,_,_,_,790737,B_QYH_TBL,_,_
489880,19,5,_,_,790741,>HL,_,_,790739,L__CMC,790742,BHM
489881,19,6,790744,HW>,_,_,_,_,_,_,_,_
489882,19,6,_,_,_,_,_,_,790747,M_XPTW,_,_
489884,19,6,_,_,790751,>RX,_,_,_,_,_,_
489885,19,7,790753,MWY>W,_,_,_,_,_,_,_,_
489886,19,7,790755,TQWPTW,_,_,_,_,_,_,_,_
489887,19,7,_,_,_,_,_,_,790760,M_XMTW,_,_
489888,19,8,790761,TWRT_JHWH,_,_,_,_,_,_,_,_
489889,19,8,_,_,790764,NPC,_,_,_,_,_,_
489890,19,8,790765,<DWT_JHWH,_,_,_,_,_,_,_,_
489891,19,8,_,_,790768,PTJ,_,_,_,_,_,_
489892,19,9,790769,PQWDJ_JHWH,_,_,_,_,_,_,_,_
489893,19,9,_,_,790772,LB,_,_,_,_,_,_
489894,19,9,790773,MYWT_JHWH,_,_,_,_,_,_,_,_
489895,19,9,_,_,790776,<JNJM,_,_,_,_,_,_
489896,19,10,790777,JR>T_JHWH,_,_,_,_,_,_,_,_
489898,19,10,790781,MCPVJ_JHWH,_,_,_,_,_,_,_,_
489902,19,12,790792,<BDK,_,_,_,_,790794,BHM,_,_
489904,19,12,790796,<QB_RB,_,_,_,_,_,_,_,_
489905,19,13,790798,MJ,790797,CGJ>WT,_,_,_,_,_,_
489906,19,13,_,_,_,_,_,_,790800,M_NSTRWT,_,_
489907,19,14,_,_,790804,<BDK,_,_,790802,GM_M_ZDJM,_,_
489908,19,14,_,_,_,_,_,_,790807,BJ,_,_
489910,19,14,_,_,_,_,_,_,790812,M_PC<_RB,_,_
489911,19,15,790815,>MRJ_PJ_W_HGJWN_LBJ,_,_,_,_,_,_,_,_
489915,20,2,790821,JHWH,_,_,_,_,_,_,_,_
489916,20,2,790824,CM_>LHJ_J<QB,_,_,_,_,_,_,_,_
489917,20,3,_,_,790826,<ZRK,_,_,790827,M_QDC,_,_
489918,20,3,_,_,_,_,_,_,790829,M_YJWN,_,_
489919,20,4,_,_,790832,KL_MNXTK,_,_,_,_,_,_
489920,20,4,_,_,790834,<WLTK,_,_,_,_,_,_
489922,20,5,_,_,_,_,_,_,790838,LK,_,_
489923,20,5,_,_,790841,KL_<YTK,_,_,_,_,_,_
489924,20,6,_,_,_,_,_,_,790844,B_JCW<TK,_,_
489925,20,6,_,_,_,_,_,_,790846,B_CM_>LHJNW,_,_
489926,20,6,790849,JHWH,790850,KL_MC>LWTJK,_,_,_,_,_,_
489928,20,7,790855,JHWH,790856,MCJXW,_,_,_,_,_,_
489929,20,7,_,_,_,_,_,_,790858,M_CMJ_QDCW,_,_
489930,20,8,790860,>LH,_,_,_,_,790861,B__RKB,_,_
489931,20,8,790863,>LH,_,_,_,_,790864,B__SWSJM,_,_
489932,20,8,790866,>NXNW,_,_,_,_,790867,B_CM_JHWH_>LHJNW,_,_
489933,20,9,790869,HMH,_,_,_,_,_,_,_,_
489935,20,9,790874,>NXNW,_,_,_,_,_,_,_,_
489939,20,10,790880,H_MLK,_,_,_,_,_,_,_,_
489944,21,2,790889,MLK,_,_,_,_,790887,B_<ZK,_,_
489947,21,3,_,_,790895,T>WT_LBW,_,_,790897,LW,_,_
489948,21,3,_,_,790899,>RCT_FPTJW,_,_,_,_,_,_
489950,21,4,_,_,790905,BRKWT_VWB,_,_,_,_,_,_
489951,21,4,_,_,790908,<VRT_PZ,_,_,790907,L_R>CW,_,_
489952,21,5,_,_,790909,XJJM,_,_,790911,MMK,_,_
489953,21,5,_,_,790914,>RK_JMJM_<WLM_W_<D,_,_,790913,LW,_,_
489954,21,6,790916,KBWDW,_,_,_,_,_,_,_,_
489955,21,6,_,_,790918,HWD_W_HDR,_,_,790920,<LJW,_,_
489956,21,7,_,_,790923,BRKWT,_,_,_,_,_,_
489957,21,7,_,_,_,_,_,_,790927,>T_PNJK,_,_
489958,21,8,790929,H_MLK,_,_,_,_,790931,B_JHWH,_,_
489960,21,9,790937,JDK,_,_,_,_,790938,L_KL_>JBJK,_,_
489961,21,9,790939,JMJNK,790941,FN>JK,_,_,_,_,_,_
489962,21,10,_,_,_,_,_,_,790943,K_TNWR_>C,_,_
489963,21,10,790945,JHWH,_,_,_,_,_,_,_,_
489964,21,10,790950,>C,_,_,_,_,_,_,_,_
489965,21,11,_,_,790951,PRJMW,_,_,790952,M_>RY,_,_
489966,21,11,_,_,790955,ZR<M,_,_,790956,M_BNJ_>DM,_,_
489967,21,12,_,_,790960,R<H,_,_,790959,<LJK,_,_
489968,21,12,_,_,790962,MZMH,_,_,_,_,_,_
489970,21,13,_,_,790967,CKM,_,_,_,_,_,_
489971,21,13,_,_,_,_,_,_,790970,<L_PNJHM,_,_
489975,21,14,_,_,790977,GBWRTK,_,_,_,_,_,_
489981,22,2,_,_,_,_,_,_,790985,M_JCW<TJ_DBRJ_C>GTJ,_,_
489986,22,3,790996,DWMJH,_,_,_,_,_,_,_,_
489987,22,4,790999,>TH,_,_,_,_,_,_,_,_
489988,22,4,_,_,_,_,_,_,791002,THLWT_JFR>L,_,_
489989,22,5,791005,>BTJNW,_,_,_,_,791003,BK,_,_
489992,22,6,_,_,_,_,_,_,791009,>LJK,_,_
489994,22,6,_,_,_,_,_,_,791013,BK,_,_
489996,22,7,791019,>NKJ,_,_,_,_,_,_,_,_
490000,22,8,791027,KL,_,_,_,_,791030,LJ,_,_
490002,22,8,_,_,_,_,_,_,791032,B_FPH,_,_
490003,22,8,_,_,791034,R>C,_,_,_,_,_,_
490004,22,9,_,_,_,_,_,_,791036,>L_JHWH,_,_
490007,22,9,_,_,_,_,_,_,791041,BW,_,_
490008,22,10,791043,>TH,_,_,_,_,_,_,_,_
490010,22,11,_,_,_,_,_,_,791048,<LJK,791050,M_RXM
490011,22,11,791053,>TH,_,_,_,_,_,_,_,_
490012,22,12,_,_,_,_,_,_,791056,MMNJ,_,_
490013,22,12,791058,YRH,_,_,_,_,_,_,_,_
490015,22,13,791064,PRJM_RBJM,_,_,_,_,_,_,_,_
490016,22,13,791065,>BJRJ_BCN,_,_,_,_,_,_,_,_
490017,22,14,_,_,791069,PJHM,_,_,791068,<LJ,_,_
490021,22,15,791078,KL_<YMWTJ,_,_,_,_,_,_,_,_
490022,22,15,791080,LBJ,_,_,_,_,_,_,_,_
490024,22,16,791086,KXJ,_,_,_,_,_,_,_,_
490025,22,16,791088,LCWNJ,791090,MLQWXJ,_,_,_,_,_,_
490026,22,16,_,_,_,_,_,_,791092,L_<PR_MWT,_,_
490027,22,17,791096,KLBJM,_,_,_,_,_,_,_,_
490028,22,17,791097,<DT_MR<JM,_,_,_,_,_,_,_,_
490029,22,17,_,_,791100,JDJ_W_RGLJ,_,_,_,_,_,_
490030,22,18,_,_,791102,KL_<YMWTJ,_,_,_,_,_,_
490031,22,18,791103,HMH,_,_,_,_,_,_,_,_
490032,22,18,_,_,_,_,_,_,791106,BJ,_,_
490033,22,19,_,_,791108,BGDJ,_,_,791109,LHM,_,_
490034,22,19,_,_,791113,GWRL,_,_,791111,<L_LBWCJ,_,_
490035,22,20,791115,>TH,_,_,_,_,_,_,_,_
490038,22,20,_,_,_,_,_,_,791120,L_<ZRTJ,_,_
490039,22,21,_,_,791124,NPCJ,_,_,791123,M_XRB,_,_
490040,22,21,_,_,791126,JXJDTJ,_,_,791125,M_JD_KLB,_,_
490041,22,22,_,_,_,_,_,_,791128,M_PJ_>RJH,_,_
490043,22,23,_,_,791133,CMK,_,_,791134,L_>XJ,_,_
490049,22,24,_,_,_,_,_,_,791143,MMNW,_,_
490052,22,25,_,_,791151,<NWT_<NJ,_,_,_,_,_,_
490053,22,25,_,_,791155,PNJW,_,_,791156,MMNW,_,_
490055,22,25,_,_,_,_,_,_,791159,>LJW,_,_
490056,22,26,791162,THLTJ,_,_,_,_,_,_,_,_
490057,22,26,_,_,791164,NDRJ,_,_,_,_,_,_
490058,22,27,791168,<NWJM,_,_,_,_,_,_,_,_
490060,22,27,_,_,791172,JHWH,_,_,_,_,_,_
490062,22,27,791175,LBBKM,_,_,_,_,_,_,_,_
490064,22,28,791181,KL_>PSJ_>RY,_,_,_,_,791180,>L_JHWH,_,_
490065,22,28,791185,KL_MCPXWT_GWJM,_,_,_,_,791184,L_PNJK,_,_
490066,22,29,791188,H_MLWKH,_,_,_,_,_,_,_,_
490067,22,29,_,_,_,_,_,_,791191,B__GWJM,_,_
490069,22,30,791195,KL_DCNJ_>RY,_,_,_,_,791196,L_PNJW,_,_
490070,22,30,791198,KL,_,_,_,_,_,_,_,_
490071,22,30,_,_,_,_,_,_,791200,<PR,_,_
490072,22,30,_,_,791202,NPCW,_,_,_,_,_,_
490073,22,31,791205,ZR<,_,_,_,_,_,_,_,_
490074,22,31,_,_,_,_,_,_,791208,L_>DNJ,791209,L__DWR
490076,22,32,_,_,791213,YDQTW,_,_,791214,L_<M,_,_
490080,23,1,791219,JHWH,_,_,_,_,_,_,_,_
490082,23,2,_,_,_,_,_,_,791223,B_N>WT_DC>,_,_
490083,23,2,_,_,_,_,_,_,791225,<L_MJ_MNXWT,_,_
490084,23,3,_,_,791227,NPCJ,_,_,_,_,_,_
490085,23,3,_,_,_,_,_,_,791230,B_M<GLJ_YDQ,_,_
490086,23,4,_,_,_,_,_,_,791235,B_GJ>_YLMWT,_,_
490087,23,4,_,_,791238,R<,_,_,_,_,_,_
490088,23,4,791240,>TH,_,_,_,_,_,_,_,_
490090,23,4,791243,HMH,_,_,_,_,_,_,_,_
490091,23,5,_,_,791247,CLXN,_,_,_,_,_,_
490092,23,5,_,_,791251,R>CJ,_,_,791250,B__CMN,_,_
490093,23,5,791252,KWSJ,_,_,_,_,_,_,_,_
490094,23,6,791254,>K_VWB_W_XSD,_,_,_,_,_,_,_,_
490095,23,6,_,_,_,_,_,_,791259,B_BJT_JHWH,_,_
490098,24,1,791264,H_>RY_W_MLW>H,_,_,_,_,_,_,_,_
490099,24,1,791265,TBL,_,_,_,_,_,_,_,_
490100,24,1,_,_,_,_,_,_,791268,BH,_,_
490101,24,2,791270,HW>,_,_,_,_,791271,<L_JMJM,_,_
490102,24,2,_,_,_,_,_,_,791274,<L_NHRWT,_,_
490103,24,3,791276,MJ,_,_,_,_,791278,B_HR_JHWH,_,_
490104,24,3,791280,MJ,_,_,_,_,791282,B_MQWM_QDCW,_,_
490106,24,4,_,_,791288,NPCJ,_,_,791287,L__CW>,_,_
490107,24,4,_,_,_,_,_,_,791292,L_MRMH,_,_
490108,24,5,_,_,791294,BRKH,_,_,791295,M_>T_JHWH,_,_
490109,24,5,_,_,791297,YDQH,_,_,791298,M_>LHJ_JC<W,_,_
490110,24,6,791299,ZH,_,_,_,_,_,_,_,_
490113,24,7,_,_,791305,R>CJKM,_,_,_,_,_,_
490117,24,7,791311,MLK_H_KBWD,_,_,_,_,_,_,_,_
490118,24,8,791313,MLK_H_KBWD,_,_,_,_,_,_,_,_
490121,24,9,_,_,791318,R>CJKM,_,_,_,_,_,_
490125,24,9,791324,MLK_H_KBWD,_,_,_,_,_,_,_,_
490126,24,10,791326,HW>,_,_,_,_,_,_,_,_
490127,24,10,791327,ZH_MLK_H_KBWD,_,_,_,_,_,_,_,_
490129,24,10,791329,HW>,_,_,_,_,_,_,_,_
490132,25,1,_,_,791335,NPCJ,_,_,791333,>LJK,_,_
490135,25,2,_,_,_,_,_,_,791338,BK,_,_
490137,25,2,791344,>JBJ,_,_,_,_,791345,LJ,_,_
490138,25,3,791346,GM_KL_QWJK,_,_,_,_,_,_,_,_
490141,25,4,_,_,791353,DRKJK,_,_,_,_,_,_
490143,25,4,_,_,791356,>RXWTJK,_,_,_,_,_,_
490144,25,5,_,_,_,_,_,_,791359,B_>MTK,_,_
490146,25,5,791363,>TH,_,_,_,_,_,_,_,_
490147,25,5,_,_,791365,>WTK,_,_,_,_,_,_
490148,25,6,_,_,791369,RXMJK,_,_,_,_,_,_
490150,25,6,_,_,791372,XSDJK,_,_,_,_,_,_
490151,25,6,791375,HMH,_,_,_,_,_,_,_,_
490152,25,7,_,_,791376,XV>WT_N<WRJ_W_PC<J,_,_,_,_,_,_
490153,25,7,791382,>TH,_,_,_,_,791381,LJ,_,_
490155,25,8,791386,JHWH,_,_,_,_,_,_,_,_
490156,25,8,_,_,791389,XV>JM,_,_,791390,B__DRK,_,_
490157,25,9,_,_,791392,<NWJM,_,_,791393,B__MCPV,_,_
490158,25,9,_,_,791396,<NWJM,791397,DRKW,_,_,_,_
490159,25,10,791398,KL_>RXWT_JHWH,_,_,_,_,_,_,_,_
490160,25,10,_,_,791401,BRJTW_W_<DTJW,_,_,_,_,_,_
490163,25,11,_,_,_,_,_,_,791406,L_<WNJ,_,_
490164,25,11,791409,HW>,_,_,_,_,_,_,_,_
490165,25,12,791411,H_>JC,_,_,_,_,_,_,_,_
490167,25,12,_,_,_,_,_,_,791414,B_DRK,_,_
490169,25,13,791416,NPCW,_,_,_,_,_,_,_,_
490170,25,13,791420,ZR<W,791422,>RY,_,_,_,_,_,_
490171,25,14,791423,SWD_JHWH,_,_,_,_,_,_,_,_
490172,25,14,791426,BRJTW,_,_,_,_,_,_,_,_
490174,25,15,791428,<JNJ,_,_,_,_,_,_,_,_
490175,25,15,791432,HW>,791435,RGLJ,_,_,791434,M_RCT,_,_
490176,25,16,_,_,_,_,_,_,791437,>LJ,_,_
490178,25,16,791442,>NJ,_,_,_,_,_,_,_,_
490179,25,17,_,_,791443,YRWT_LBBJ,_,_,_,_,_,_
490180,25,17,_,_,_,_,_,_,791445,M_MYWQWTJ,_,_
490181,25,18,_,_,791448,<NJJ_W_<MLJ,_,_,_,_,_,_
490182,25,18,_,_,_,_,_,_,791451,L_KL_XV>WTJ,_,_
490183,25,19,_,_,791453,>WJBJ,_,_,_,_,_,_
490185,25,19,_,_,791457,FN>T_XMS,_,_,_,_,_,_
490186,25,20,_,_,791460,NPCJ,_,_,_,_,_,_
490189,25,20,_,_,_,_,_,_,791467,BK,_,_
490190,25,21,791468,TM_W_JCR,_,_,_,_,_,_,_,_
490192,25,22,_,_,791474,>T_JFR>L,_,_,791475,M_KL_YRWTJW,_,_
490197,26,1,791480,>NJ,_,_,_,_,791481,B_TMJ,_,_
490198,26,1,_,_,_,_,_,_,791484,B_JHWH,_,_
490203,26,2,_,_,791493,KLJWTJ_W_LBJ,_,_,_,_,_,_
490204,26,3,791495,XSDK,_,_,_,_,_,_,_,_
490205,26,3,_,_,_,_,_,_,791499,B_>MTK,_,_
490208,26,5,_,_,791508,QHL_MR<JM,_,_,_,_,_,_
490210,26,6,_,_,791515,KPJ,_,_,_,_,_,_
490211,26,6,_,_,791518,>T_MZBXK,_,_,_,_,_,_
490214,26,7,_,_,791524,KL_NPL>WTJK,_,_,_,_,_,_
490216,26,8,_,_,791527,M<WN_BJTK_W_MQWM_MCKN_KBWDK,_,_,_,_,_,_
490217,26,9,_,_,791531,NPCJ,_,_,_,_,_,_
490218,26,9,_,_,791534,XJJ,_,_,_,_,_,_
490219,26,10,791537,ZMH,_,_,_,_,_,_,_,_
490220,26,10,791539,JMJNM,791541,CXD,_,_,_,_,_,_
490221,26,11,791543,>NJ,_,_,_,_,_,_,_,_
490224,26,12,791549,RGLJ,_,_,_,_,791551,B_MJCWR,_,_
490225,26,12,_,_,791554,JHWH,_,_,_,_,_,_
490227,27,1,791556,JHWH,_,_,_,_,_,_,_,_
490228,27,1,_,_,_,_,_,_,791558,M_MJ,_,_
490229,27,1,791560,JHWH,_,_,_,_,_,_,_,_
490230,27,1,_,_,_,_,_,_,791562,M_MJ,_,_
490231,27,2,791566,MR<JM,_,_,_,_,791565,<LJ,_,_
490232,27,2,_,_,791568,>T_BFRJ,_,_,_,_,_,_
490233,27,2,791569,YRJ_W_>JBJ,_,_,_,_,_,_,_,_
490234,27,2,791571,HMH,_,_,_,_,_,_,_,_
490236,27,3,791578,MXNH,_,_,_,_,791577,<LJ,_,_
490237,27,3,791581,LBJ,_,_,_,_,_,_,_,_
490238,27,3,791585,MLXMH,_,_,_,_,791584,<LJ,_,_
490239,27,3,791587,>NJ,_,_,_,_,791586,B_Z>T,_,_
490240,27,4,_,_,791589,>XT,_,_,791591,M_>T_JHWH,_,_
490241,27,4,_,_,791592,>WTH,_,_,_,_,_,_
490242,27,4,_,_,_,_,_,_,791595,B_BJT_JHWH,_,_
490243,27,4,_,_,_,_,_,_,791598,B_N<M_JHWH,_,_
490244,27,4,_,_,_,_,_,_,791601,B_HJKLW,_,_
490245,27,5,_,_,_,_,_,_,791604,B_SKH,_,_
490246,27,5,_,_,_,_,_,_,791607,B_STR_>HLW,_,_
490247,27,5,_,_,_,_,_,_,791608,B_YWR,_,_
490248,27,6,791613,R>CJ,_,_,_,_,791614,<L_>JBJ_SBJBWTJ,_,_
490249,27,6,_,_,791618,ZBXJ_TRW<H,_,_,_,_,_,_
490251,27,6,_,_,_,_,_,_,791622,L_JHWH,_,_
490257,27,8,791633,LBJ,_,_,_,_,791631,LK,_,_
490258,27,8,_,_,791635,PNJ,_,_,_,_,_,_
490259,27,8,_,_,791636,>T_PNJK,_,_,_,_,_,_
490261,27,9,_,_,791641,PNJK,_,_,791642,MMNJ,_,_
490262,27,9,_,_,791646,<BDK,_,_,_,_,_,_
490267,27,10,791656,>BJ_W_>MJ,_,_,_,_,_,_,_,_
490268,27,10,791659,JHWH,_,_,_,_,_,_,_,_
490269,27,11,_,_,791663,DRKK,_,_,_,_,_,_
490271,27,11,_,_,_,_,_,_,791666,B_>RX_MJCWR,_,_
490272,27,12,_,_,_,_,_,_,791670,B_NPC_YRJ,_,_
490273,27,12,791674,<DJ_CQR_W_JPX_XMS,_,_,_,_,791673,BJ,_,_
490275,27,13,_,_,_,_,_,_,791678,B_VWB_JHWH_B_>RY_XJJM,_,_
490276,27,14,_,_,_,_,_,_,791680,>L_JHWH,_,_
490278,27,14,791684,LBK,_,_,_,_,_,_,_,_
490279,27,14,_,_,_,_,_,_,791687,>L_JHWH,_,_
490281,28,1,_,_,_,_,_,_,791689,>LJK,_,_
490287,28,1,_,_,_,_,_,_,791702,BWR,_,_
490288,28,2,_,_,791704,QWL_TXNWNJ,_,_,_,_,_,_
490289,28,2,_,_,_,_,_,_,791706,>LJK,_,_
490290,28,2,_,_,791708,JDJ,_,_,791709,>L_DBJR_QDCK,_,_
490292,28,3,_,_,791714,CLWM,_,_,_,_,_,_
490293,28,3,791717,R<H,_,_,_,_,_,_,_,_
490294,28,4,_,_,_,_,_,_,791720,LHM,_,_
490295,28,4,_,_,_,_,_,_,791724,LHM,_,_
490296,28,4,_,_,791726,GMWLM,_,_,791727,LHM,_,_
490297,28,5,_,_,_,_,_,_,791731,>L_P<LT_JHWH_W_>L_M<FH_JDJW,_,_
490300,28,6,791737,JHWH,_,_,_,_,_,_,_,_
490301,28,6,_,_,791740,QWL_TXNWNJ,_,_,_,_,_,_
490302,28,7,791741,JHWH,_,_,_,_,_,_,_,_
490303,28,7,791745,LBJ,_,_,_,_,791743,BW,_,_
490305,28,7,791750,LBJ,_,_,_,_,_,_,_,_
490307,28,8,791754,JHWH,_,_,_,_,_,_,_,_
490308,28,8,791758,HW>,_,_,_,_,_,_,_,_
490309,28,9,_,_,791760,>T_<MK,_,_,_,_,_,_
490310,28,9,_,_,791763,>T_NXLTK,_,_,_,_,_,_
490313,29,1,791769,MZMWR,_,_,_,_,_,_,_,_
490314,29,1,_,_,_,_,_,_,791772,L_JHWH,_,_
490316,29,1,_,_,791776,KBWD_W_<Z,_,_,791775,L_JHWH,_,_
490317,29,2,_,_,791779,KBWD_CMW,_,_,791778,L_JHWH,_,_
490318,29,2,_,_,_,_,_,_,791781,L_JHWH,_,_
490319,29,3,791783,QWL_JHWH,_,_,_,_,_,_,_,_
490320,29,3,791785,>L_H_KBWD,_,_,_,_,_,_,_,_
490321,29,3,791787,JHWH,_,_,_,_,_,_,_,_
490322,29,4,791789,QWL_JHWH,_,_,_,_,_,_,_,_
490323,29,4,791791,QWL_JHWH,_,_,_,_,_,_,_,_
490324,29,5,791793,QWL_JHWH,791795,>RZJM,_,_,_,_,_,_
